smiles,property
COc1ccc(cc1)c2[nH]c3nccnc3c2CCCCl,5.6
COc1ccc(cc1)c2[nH]c3nccnc3c2CC4CC4,5.96
Oc1ccccc1c2cc3[nH]ccnc3n2,5.19
Oc1ccc(cc1)c2cc3[nH]ccnc3n2,5.92
c1ccc(nc1)c2cc3[nH]ccnc3n2,4.82
COc1ccc(cc1)c2cc3[nH]ccnc3n2,5.96
COc1cc(OC)cc(c1)c2cc3[nH]ccnc3n2,4.22
COc1ccc(cc1)c2[nH]c3nccnc3c2CC=C,6.22
CCCCc1c([nH]c2nccnc12)c3ccc(OC)cc3,6.04
CN(C)S(=O)(=O)Oc1ccc(cc1)c2[nH]c3nccnc3c2C,6.3
c1ccc(cc1)c2cc3[nH]ccnc3n2,5.64
C(c1ccccc1)c2c([nH]c3nccnc23)c4ccccc4,6.0
FC(F)(F)c1ccc(cc1)c2cc3[nH]ccnc3n2,5.14
Fc1ccc(cc1)c2cc3[nH]ccnc3n2,5.72
COc1cc(cc(OC)c1OC)c2cc3[nH]ccnc3n2,4.07
CCCc1c([nH]c2nccnc12)c3ccc(O)cc3,5.75
c1csc(c1)c2cc3[nH]ccnc3n2,5.92
c1ccc2c(cccc2c1)c3cc4[nH]ccnc4n3,4.57
COc1ccc(cc1OC)c2[nH]c3nccnc3c2C,5.7
N#Cc1ccc(cc1)c2cc3[nH]ccnc3n2,5.32
CC(C)c1c([nH]c2nccnc12)c3ccc(Cl)cc3,6.12
Cc1c([nH]c2nccnc12)C3(CC3)c4ccc(Cl)cc4,4.75
Clc1ccc(cc1)c2[nH]c3nccnc3c2CC4CCCCC4,5.1
CCCCc1c([nH]c2nccnc12)c3ccc(Cl)cc3,5.23
Cc1c([nH]c2nccnc12)c3ccc(Cl)cc3,5.77
Oc1ccc(cc1)c2[nH]c3nccnc3c2CC4CC4,5.52
COc1cccc(c1)c2cc3[nH]ccnc3n2,5.5
CN(C)c1ccc(cc1)c2cc3[nH]ccnc3n2,4.92
COc1ccc(cc1)c2[nH]c3nccnc3c2CC4CCCCC4,5.17
Cc1ccc(cc1)c2cc3[nH]ccnc3n2,5.58
COc1ccccc1c2cc3[nH]ccnc3n2,5.48
COc1ccc(cc1)c2[nH]c3nccnc3c2C(C)C,6.3
Cc1c([nH]c2nccnc12)c3ccc(O)cc3,6.28
c1c[nH]c2cc(nc2n1)c3ccsc3,6.1
Brc1ccc(cc1)c2cc3[nH]ccnc3n2,5.22
Fc1cccc(CSc2oc(nn2)c3ccncc3)c1,5.85
Fc1ccccc1CCNC(=O)Cc2ccc(CSc3oc(nn3)c4ccncc4)cc2,5.92
OC(=O)Cc1ccc(CSc2oc(nn2)c3ccncc3)cc1,5.1
C(Sc1oc(nn1)c2ccncc2)c3ccccc3,5.88
OC(=O)c1ccc(CSc2oc(nn2)c3ccncc3)cc1,4.54
Ic1cccc(CSc2oc(nn2)c3ccncc3)c1,6.41
C(Cc1ccccc1)Sc2oc(nn2)c3ccncc3,4.54
Clc1ccccc1CSc2oc(nn2)c3ccncc3,4.92
OC(=O)Cc1ccc(CSc2nnc(s2)c3ccncc3)cc1,4.96
Clc1cccc(CSc2oc(nn2)c3ccncc3)c1,6.09
COC(=O)c1cccc(CSc2oc(nn2)c3ccncc3)c1,5.96
Brc1ccc2[nH]c3c(CC(=O)N(Cc4ccccc4)c5ccccc35)c2c1,5.0
OC#CCc1ccc2NC(=O)Cc3c([nH]c4ccc(cc34)C(F)(F)F)c2c1,6.7
CN1C(=O)Cc2c([nH]c3ccc(Br)cc23)c4ccccc14,5.68
Cn1c2c(CC(=O)Nc3ccccc23)c4cc(Br)ccc14,6.4
O=C1Cc2c([nH]c3ccccc23)c4ccccc4N1,8.4
Cc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,6.89
CC(=O)OCN1C(=O)Cc2c([nH]c3ccc(Br)cc23)c4ccccc14,6.3
Oc1cccc2c1NC(=O)Cc3c2[nH]c4ccc(Br)cc34,5.37
Cl.NCCCCOc1ccc2c(NC(=O)Cc3c2[nH]c4ccc(Br)cc34)c1,7.52
CCN1C(=O)Cc2c([nH]c3ccc(Br)cc23)c4ccccc14,4.62
COC(=O)\C=C\c1ccc2NC(=O)Cc3c([nH]c4ccc(cc34)C(F)(F)F)c2c1,6.46
COc1ccc2NC(=O)Cc3c([nH]c4ccc(cc34)[N+](=O)[O-])c2c1,7.66
Brc1ccc2NC(=O)Cc3c([nH]c4ccc(Br)cc34)c2c1,6.1
Brc1ccc2c3CC(=O)Nc4ccccc4c3[nH]c2c1,6.85
CC(=O)OCn1c2c(CC(=O)Nc3ccccc23)c4cc(Br)ccc14,7.12
FC(F)(F)c1ccc2[nH]c3c(CC(=O)Nc4ccc(I)cc34)c2c1,5.66
Fc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,7.1
COc1cc2NC(=O)Cc3c([nH]c4ccc(cc34)C(F)(F)F)c2cc1OC,7.12
CC(=C)n1c2c(CC(=O)Nc3ccccc23)c4cc(Br)ccc14,5.4
Clc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,7.62
COc1cc2NC(=O)Cc3c([nH]c4ccc(Br)cc34)c2cc1OC,7.0
COc1ccc2c(NC(=O)Cc3c2[nH]c4ccc(cc34)[N+](=O)[O-])c1,7.16
Oc1ccc2c(NC(=O)Cc3c2[nH]c4ccc(Br)cc34)c1,7.75
Clc1cccc2c3CC(=O)Nc4ccccc4c3[nH]c12,6.7
COc1cc2NC(=O)Cc3c([nH]c4ccc(cc34)[N+](=O)[O-])c2cc1OC,7.89
COc1ccc2c(NC(=O)Cc3c2[nH]c4ccc(cc34)C(F)(F)F)c1,6.62
FC(F)(F)c1ccc2[nH]c3c(CC(=O)Nc4ccc(CCC#N)cc34)c2c1,7.48
Oc1cc2NC(=O)Cc3c([nH]c4ccc(Br)cc34)c2cc1O,6.92
Brc1ccc2NC(=O)Cc3c([nH]c4ccccc34)c2c1,6.7
COc1cc2NC(=O)Cc3c([nH]c4ccccc34)c2cc1OC,6.05
OCCn1c2c(CC(=O)Nc3ccccc23)c4cc(Br)ccc14,6.52
Ic1ccc2NC(=O)Cc3c([nH]c4ccccc34)c2c1,6.6
Nc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,4.92
O=C1Cc2c([nH]c3ncccc23)c4ccccc4N1,5.26
Clc1ccc2[nH]c3c(CC(=O)Nc4ccsc34)c2c1,6.4
FC(F)(F)c1ccc2[nH]c3c(CC(=O)Nc4ccc(Br)cc34)c2c1,5.7
CCc1cccc2c3CC(=O)Nc4ccccc4c3[nH]c12,6.16
NCC(=O)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,4.39
FC(F)(F)c1ccc2[nH]c3c(CC(=O)Nc4ncccc34)c2c1,5.28
FC(F)(F)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,7.52
Clc1cc(Cl)c2c3CC(=O)Nc4ccccc4c3[nH]c2c1,5.3
CC(=O)Cc1ccc2NC(=O)Cc3c([nH]c4ccc(cc34)C(F)(F)F)c2c1,7.05
[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,8.4
Brc1cccc2c3CC(=O)Nc4ccccc4c3[nH]c12,6.22
O=C1Cc2c([nH]c3ccc(cc23)C#N)c4ccccc4N1,8.0
Cc1cccc2c3CC(=O)Nc4ccccc4c3[nH]c12,6.3
SC1=Nc2ccccc2c3[nH]c4ccc(Br)cc4c3C1,5.7
CSC1=Nc2ccccc2c3[nH]c4ccc(Br)cc4c3C1,5.92
Brc1ccc2[nH]c3c(CC(=O)Nc4ccsc34)c2c1,6.92
Brc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,6.7
COc1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1,5.66
[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccc(Br)cc34)c2c1,6.7
COc1ccc2c(NC(=O)Cc3c2[nH]c4ccc(cc34)C#N)c1,6.89
[O-][N+](=O)c1ccc2[nH]c3c(CC(=Nc4ccccc34)S)c2c1,6.22
CC(C)(C)OC(=O)n1c2c(CC(=O)Nc3ccccc23)c4cc(Br)ccc14,5.64
FC(F)(F)c1ccc2[nH]c3c(CC(=O)Nc4ccc(\C=C\C#N)cc34)c2c1,6.4
Brc1ccc2[nH]c3c(CC(=O)Nc4ccc(I)cc34)c2c1,5.38
COc1cc2NC(=O)Cc3c([nH]c4ccc(cc34)C#N)c2cc1OC,7.75
CC(=O)\C=C\c1ccc2NC(=O)Cc3c([nH]c4ccc(cc34)C(F)(F)F)c2c1,5.85
O=C1Cc2c([nH]c3ccccc23)c4cc(ccc4N1)C#N,5.89
[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccsc34)c2c1,7.46
CCn1c2c(CC(=O)Nc3ccccc23)c4cc(Br)ccc14,5.82
COc1cccc2c1NC(=O)Cc3c2[nH]c4ccc(Br)cc34,4.8
Cc1ccc2[nH]c3c(CC(=O)Nc4ccsc34)c2c1,5.89
OC1(CCCCC1)C#Cc2ccc3NC(=O)Cc4c([nH]c5ccc(cc45)C(F)(F)F)c3c2,5.7
O=C1Cc2c([nH]c3ccc(cc23)C#N)c4sccc4N1,6.48
CCN1\C(=N\c2cccnc2)\SN(C)C1=S,5.0
Oc1[nH]c2ccc(I)cc2c1c3[nH]c4ccccc4c3N=O,8.05
CN1SC(=O)N(C1=O)c2ccc(Cl)cc2,5.4
CCN1SC(=O)N(CC)C1=S,4.7
CCN1SC(=O)N(Cc2ccccc2)C1=S,5.22
CN1SC(=O)N(C1=O)c2ccc(C)cc2,5.3
CCN1SC(=N)N(C1=O)c2ccccc2,4.19
CCN1C(=O)SN(C)C1=O,5.3
CN1SC(=O)N(C1=O)c2ccc(Br)cc2,5.52
O=C1SN(Cc2ccccc2)C(=S)N1Cc3ccccc3,5.0
NC1=NC(=O)\C(=C\2/CCNC(=O)c3[nH]c(Br)cc23)\N1,8.0
CCCN1SC(=O)N(CC)C1=O,5.0
Brc1ccc2[nH]c3c(CC(=O)Nc4cccnc34)c2c1,8.0
CCOC(=O)\N=C\1/SN(C(=O)OCC)C(=S)N1c2ccccc2,4.0
CCN1C(=O)SN(C(C)C)C1=O,4.46
CCN1C(=O)SN(C2CCCCC2)C1=O,5.0
CN1SC(=O)N(C1=O)c2ccccc2Br,5.22
CN1SC(=O)N(C1=O)c2ccc(F)cc2,5.4
CN1SC(=O)N(C1=O)c2ccc(cc2)C(F)(F)F,5.22
CN1SC(=O)N(C1=O)c2cccc3ccccc23,5.52
O=C1SN(C(=S)N1c2ccccc2)c3ccccc3,5.1
CCNC(=O)\N=C\1/SN(CC)C(=O)N1c2ccccc2,4.12
CCCCN1C(=O)SN(CC)C1=O,4.16
CN1SC(=O)N(C1=O)c2ccccc2,5.7
CN1SC(=O)N(Cc2ccccc2)C1=O,5.82
CN1SC(=O)N(C1=O)c2cccc(Br)c2,5.4
O=C1SN(Cc2ccccc2)C(=O)N1Cc3ccccc3,5.0
CCN1SC(=O)N(CC)C1=O,4.6
CCN1SC(=O)N(Cc2ccccc2)C1=O,5.15
Brc1ccc2[nH]c3c(CC(=O)Nc4ncccc34)c2c1,5.22
COc1ccc(cc1)N2C(=O)SN(C)C2=O,5.7
CN1CCOCCOCCN(C)CCn2cc(C3=C(C(=O)NC3=O)c4cn(CC1)c5ccccc45)c6ccccc26,8.1
CCN1CCOCCOCCn2cc(C3=C(C(=O)NC3=O)c4cn(CC1)c5ccccc45)c6ccccc26,8.4
CN1CCOCCn2cc(C3=C(C(=O)NC3=O)c4cn(CCN(C)CC1)c5ccccc45)c6ccccc26,7.48
CCN1CCOCCN(CC)CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCOCC1)c5ccccc45)c6ccccc26,7.51
CN1CCCn2cc(C3=C(C(=O)NC3=O)c4cn(CCOCCOCC1)c5ccccc45)c6ccccc26,8.4
CCN1CCOCCn2cc(C3=C(C(=O)NC3=O)c4cn(CCOCC1)c5ccccc45)c6ccccc26,7.75
OCCN1CCOCCn2cc(C3=C(C(=O)NC3=O)c4cn(CCOCC1)c5ccccc45)c6ccccc26,7.4
CN1CCOCCN(C)CCn2cc(C3=C(C(=O)NC3=O)c4cn(CC1)c5ccccc45)c6ccccc26,8.22
CN1CCOCCn2cc(C3=C(C(=O)NC3=O)c4cn(CCOCC1)c5ccccc45)c6ccccc26,7.15
CN1CCN(C)CCn2cc(C3=C(C(=O)NC3=O)c4cn(CC1)c5ccccc45)c6ccccc26,6.96
CN1CCN(C)CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCN(C)CC1)c5ccccc45)c6ccccc26,7.37
ClCC(=O)c1cc(Cl)c(Cl)s1,5.6
BrCC(=O)c1ccc(Br)cc1,6.3
Cc1sc(cc1C(=O)CCl)C(=O)CCl,5.3
ClCC(=O)c1ccc(Cl)s1,5.0
[O-][N+](=O)c1ccc(cc1)C(=O)CBr,5.7
O=C1NC(=O)c2c1c3c4ccccc4ccc3c5[nH]c6ccccc6c25,5.36
COc1ccc(cc1)C(=O)CBr,6.0
ClCC(=O)c1c(Cl)c(Cl)sc1Br,5.7
BrCC(=O)c1ccccc1,5.3
ClCC(=O)c1c(Br)sc(Br)c1Br,6.0
CC(=O)c1csc(c1)C(=O)CCl,5.1
Cc1c(csc1C(=O)CCl)C(=O)CCl,5.3
CC(=O)c1ccc(s1)C(=O)CCl,4.3
ClCC(=O)c1ccc(Cl)cc1,5.6
ClCC(=O)c1cc(Br)cs1,5.52
ClCC(=O)c1scc(Br)c1Br,6.3
Cc1ccc(cc1)C(=O)CBr,5.6
ClCC(=O)c1cc(Br)c(Br)s1,6.0
ClCC(=O)c1cccs1,4.3
Cc1ccsc1C(=O)CCl,4.12
ClCC(=O)c1csc(c1)C(=O)CCl,5.82
BrCC(=O)c1ccc(cc1)c2ccccc2,5.6
ClCC(=O)c1cc(Cl)sc1Cl,5.3
Clc1ccc(cc1)C(=O)CBr,6.0
ClCC(=O)c1cscc1Cl,4.6
ClCC(=O)c1ccc(Br)s1,5.0
ClCC(=O)c1ccccc1,4.3
O=C1NC(=O)C2=C1c3cn(CCOCCOCCn4cc2c5cccnc45)c6ncccc36,6.21
O=C1NC(=O)C2=C1c3cn(CCOCCOCCOCCn4cc2c5cccnc45)c6ccccc36,7.77
O=C1NC(=O)C2=C1c3cn(CCOCCOCCOCCn4cc2c5cccnc45)c6ncccc36,7.47
O=C1NC(=O)C2=C1c3cn(CCOCCOCCOCCn4cc2c5ccccc45)c6ccccc36,7.66
O=C1NC(=O)C2=C1c3cn(CCOCCOCCOCCOCCOCCn4cc2c5cccnc45)c6ncccc36,6.39
O=C1NC(=O)C2=C1c3cn(CCOCCOCCOCCOCCOCCn4cc2c5ccccc45)c6ccccc36,7.29
O=C1NC(=O)C2=C1c3cn(CCOCCOCCOCCOCCn4cc2c5ccccc45)c6ccccc36,7.58
O=C1NC(=O)C2=C1c3cn(CCOCCOCCn4cc2c5cccnc45)c6ccccc36,6.86
O=C1NC(=O)C2=C1c3cn(CCOCCOCCOCCOCCn4cc2c5cccnc45)c6ncccc36,7.47
O=C1NC(=O)C2=C1c3cn(CCOCCOCCn4cc2c5ccccc45)c6ccccc36,6.87
Nc1nccc(n1)c2c[nH]c3c(Br)ccc(O)c23,5.6
Nc1nccc(n1)c2c[nH]c3cc(Br)cc(O)c23,6.3
Nc1nccc(n1)c2c[nH]c3cc(Br)ccc23,5.6
Nc1nccc(n1)c2c[nH]c3cccc(O)c23,5.89
Nc1nccc(n1)c2c[nH]c3cc(Br)c(Br)cc23,5.7
Nc1nccc(n1)c2c[nH]c3ccc(Br)cc23,5.7
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(C=C)c4ccccc34)c5ccccc15,7.31
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4ccccc4)c5ccccc35)c6ccccc16,6.57
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4cccs4)c5ccccc35)c6ccccc16,6.43
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4cccnc4)c5ccccc35)c6ccccc16,6.82
O=C1NC(=O)C(=C1c2cn(c3cccnc3)c4ccccc24)c5[nH]nc6ccccc56,6.7
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4ccc5ccccc5c4)c6ccccc36)c7ccccc17,5.72
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4cccc5ccccc45)c6ccccc36)c7ccccc17,6.05
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4cncc5ccccc45)c6ccccc36)c7ccccc17,5.89
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4cnc5ccccc5c4)c6ccccc36)c7ccccc17,5.41
CN(C)CCCn1nc(C2=C(C(=O)NC2=O)c3cn(c4csc5ccccc45)c6ccccc36)c7ccccc17,5.32
O=C1NC(=O)C(=C1c2cn(c3ccc4ccccc4c3)c5ccccc25)c6nn(CCCN7CCOCC7)c8ccccc68,5.62
O=C1NC(=O)C(=C1c2cn(c3ccc4ccccc4c3)c5ccccc25)c6nn(CCCN7CCCC7)c8ccccc68,5.6
CN1CCN(CCCn2nc(C3=C(C(=O)NC3=O)c4cn(c5ccc6ccccc6c5)c7ccccc47)c8ccccc28)CC1,5.92
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@@H]3CC[C@@H](N)CC3)nc4c(cnn24)C#N)cc1,6.34
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@@H]3CC[C@@H](N)CC3)nc4c(Cl)cnn24)cc1,5.29
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@@H]3CC[C@@H](N)CC3)nc4c(Br)cnn24)cc1,5.47
CC(C)c1cnn2c(Nc3ccc(cc3)S(=O)(=O)N(C)C)cc(O[C@@H]4CC[C@@H](N)CC4)nc12,4.55
CC(C)COc1cc(Nc2ccc(cc2)S(=O)(=O)N(C)C)n3ncc(C(C)C)c3n1,4.3
CC(C)COc1cc(Nc2ccc(cc2)S(=O)(=O)C)n3ncc(C(C)C)c3n1,4.92
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@@H]3CC[C@@H](N)CC3)nc4c(Br)cnn24)cc1Cl,5.06
N[C@@H]1CC[C@H](CC1)Nc2cc(Nc3ccc(cc3)S(=O)(=O)c4cccs4)n5ncc(Cl)c5n2,5.4
N[C@@H]1CC[C@H](CC1)Nc2cc(Nc3ccc(cc3)S(=O)(=O)c4ccccc4)n5ncc(Br)c5n2,5.28
CC(C)c1cnn2c(Nc3ccc(cc3)S(=O)(=O)N(C)C)cc(N[C@@H]4CC[C@@H](N)CC4)nc12,4.4
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@@H]3CC[C@@H](N)CC3)nc4c(cnn24)C5CCCC5)cc1,4.66
