smiles,property
CN(C)C(=O)N1CCn2cc(C3=C(C(=O)NC3=O)c4cnc5ccccn45)c6cccc(C1)c26,8.8
CN(C)C(=O)N1CCn2cc(C3=C(C(=O)NC3=O)c4ccn5ncccc45)c6cccc(C1)c26,7.42
O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,8.89
O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6cnccn56)c7cccc(C2)c37,7.96
O=C(N1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ncccn56)c7cccc(C2)c37,6.53
O=C(N1CCCCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,8.8
O=C(N1CCCCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6cccnn56)c7cccc(C2)c37,9.15
O=C(N1CCCCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6cnccn56)c7cccc(C2)c37,8.06
O=C(N1CCCCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ncccn56)c7cccc(C2)c37,7.28
CC(=O)N1CCn2cc(C3=C(C(=O)NC3=O)c4cnc5ccccn45)c6cccc(C1)c26,6.96
CC(C)C(=O)N1CCn2cc(C3=C(C(=O)NC3=O)c4cnc5ccccn45)c6cccc(C1)c26,8.3
O=C(C1CCOCC1)N2CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c7cccc(C2)c37,8.11
CC(C)C(=O)N1CCn2cc(C3=C(C(=O)NC3=O)C4=CN=[N+]5C=CC=CC45)c6cccc(C1)c26,7.89
Cc1ccc2c(c3ccnc(Nc4cccc(c4)C(F)(F)F)n3)c(nn2n1)c5ccc(F)cc5,7.7
Cc1ccc2c(c3ccnc(Nc4ccc(F)c(F)c4)n3)c(nn2n1)c5ccc(F)cc5,8.0
Cc1ccc2c(c3ccnc(Nc4ccc5OCCOc5c4)n3)c(nn2n1)c6ccc(F)cc6,8.0
Cc1ccc2c(c3ccnc(Nc4ccc(Cl)c(c4)C(F)(F)F)n3)c(nn2n1)c5ccc(F)cc5,7.3
C1CC1c2nn3ncccc3c2c4ccnc(Nc5ccccc5)n4,4.72
Fc1ccc(Nc2nccc(n2)c3c(nn4ncccc34)C5CC5)cc1F,4.64
COCCOc1cnn2ncc(c3ccnc(Nc4cccc(OC)c4)n3)c2c1,7.1
COc1ccc(cc1)c2oc3ncnc(N)c3c2c4cccnc4,7.1
CCCCCC(=O)Nc1ncnc2oc(cc12)c3ccc(OC)cc3,6.36
COc1ccc(cc1)c2oc3ncnc(NC(=O)CCSC)c3c2,6.27
COc1ccc(cc1)c2oc3ncnc(NC(=O)C(C)C)c3c2,6.89
COc1ccc(cc1)c2oc3ncnc(NC(=O)C4CC4)c3c2,6.5
COc1ccc(cc1)c2oc3ncnc(NC(=O)C4CCCC4)c3c2,7.52
COc1ccc(cc1)c2oc3ncnc(NC(=O)CC4CCCC4)c3c2,6.5
COc1ccc(cc1)c2oc3ncnc(NC(=O)C4CCCCC4)c3c2,5.74
COc1ccc(cc1)c2oc3ncnc(NC(=O)N4CCCC4)c3c2,5.71
COc1ccc(cc1)c2oc3ncnc(NC(=O)c4occc4)c3c2,5.62
O=C(Nc1ncnc2oc(cc12)c3ccccc3)C4CC4,6.77
Clc1ccc(cc1)c2oc3ncnc(NC(=O)C4CC4)c3c2,6.0
Cc1ccc(cc1)c2oc3ncnc(NC(=O)C4CC4)c3c2,6.21
Fc1ccc(cc1)c2oc3ncnc(NC(=O)C4CC4)c3c2,6.24
O=C(Nc1ncnc2oc(cc12)c3cccnc3)C4CC4,8.3
O=C(Nc1ncnc2oc(cc12)c3ccccc3)C4CCCC4,7.7
Clc1ccc(cc1)c2oc3ncnc(NC(=O)C4CCCC4)c3c2,6.26
Cc1ccc(cc1)c2oc3ncnc(NC(=O)C4CCCC4)c3c2,6.62
Fc1ccc(cc1)c2oc3ncnc(NC(=O)C4CCCC4)c3c2,6.66
O=C(Nc1ncnc2oc(cc12)c3cccnc3)C4CCCC4,8.3
CC(C)OC(=O)N1CCn2cc(C3=C(C(=O)NC3=O)c4cnc5ccccn45)c6cccc(C1)c26,7.82
Cc1cc2CN(CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c(c1)c23)C(=O)N7CCCCC7,7.39
Fc1cc2CN(CCn3cc(C4=C(C(=O)NC4=O)c5cnc6ccccn56)c(c1)c23)C(=O)N7CCCCC7,9.05
Cc1ccc2c(c3ccnc(Nc4ccc(F)c(F)c4)n3)c(nn2n1)c5ccccc5,7.52
Cc1ccc2c(c3ccnc(Nc4ccc(Cl)c(c4)C(F)(F)F)n3)c(nn2n1)c5ccccc5,7.0
Cc1ccc2c(c3ccnc(Nc4ccc5OCCOc5c4)n3)c(nn2n1)c6ccccc6,7.52
Cc1ccc2c(c3ccnc(Nc4ccccc4)n3)c(nn2n1)c5cccc(c5)C(F)(F)F,6.1
Cc1ccc2c(c3ccnc(Nc4ccc(F)c(F)c4)n3)c(nn2n1)c5cccc(c5)C(F)(F)F,5.8
Cc1ccc2c(c3ccnc(Nc4ccc(Cl)c(c4)C(F)(F)F)n3)c(nn2n1)c5cccc(c5)C(F)(F)F,6.2
Cc1ccc2c(c3ccnc(Nc4ccc5OCCOc5c4)n3)c(nn2n1)c6cccc(c6)C(F)(F)F,6.82
Cc1ccc2c(c3ccnc(Nc4ccccc4)n3)c(nn2n1)c5ccc(F)cc5,7.7
N(c1ccccc1)c2nccc(n2)c3cnn4ncccc34,7.72
CN(c1ccccc1)c2nccc(n2)c3cnn4ncccc34,4.7
Cc1ccccc1Nc2nccc(n2)c3cnn4ncccc34,5.22
COc1cccc(Nc2nccc(n2)c3cnn4ncccc34)c1,8.0
CC(C)c1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1,7.8
CCC(C)c1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1,6.92
CC(C)(C)c1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1,7.3
COc1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1OC,7.92
Fc1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1F,8.0
Clc1ccc(Nc2nccc(n2)c3cnn4ncccc34)cc1Cl,8.0
COc1cc(Nc2nccc(n2)c3cnn4ncccc34)cc(OC)c1,8.0
Oc1ccc2c(cnn2n1)c3ccnc(Nc4cccc(c4)C(F)(F)F)n3,8.0
COc1ccc2c(cnn2n1)c3ccnc(Nc4cccc(c4)C(F)(F)F)n3,7.3
CCOc1ccc2c(cnn2n1)c3ccnc(Nc4cccc(c4)C(F)(F)F)n3,6.72
CCCOc1ccc2c(cnn2n1)c3ccnc(Nc4cccc(c4)C(F)(F)F)n3,6.1
COc1cccc(Nc2nccc(n2)c3cnn4nc(OC)ccc34)c1,7.0
COc1ccc2c(cnn2n1)c3ccnc(Nc4cccc(OC(F)(F)F)c4)n3,7.3
COc1ccc2c(cnn2n1)c3ccnc(Nc4ccc(cc4)C#N)n3,7.3
COc1ccc2c(cnn2n1)c3ccnc(Nc4ccc(cc4)[N+](=O)[O-])n3,7.16
COc1cc(Nc2nccc(n2)c3cnn4nc(OC)ccc34)cc(OC)c1,6.92
COc1cc(Nc2nccc(n2)c3cnn4nc(OC)ccc34)cc(c1)C(F)(F)F,6.72
CCOc1ccc2c(cnn2n1)c3ccnc(Nc4cc(OC)cc(c4)C(F)(F)F)n3,5.5
COc1ccc2c(cnn2n1)c3ccnc(Nc4cc(cc(c4)C(F)(F)F)C(F)(F)F)n3,6.2
COc1ccc2c(cnn2n1)c3ccnc(Nc4ccc5OCCOc5c4)n3,7.52
Cc1ccc2c(cnn2n1)c3ccnc(Nc4ccc(cc4)C(F)(F)F)n3,7.3
COc1cc(Nc2nccc(n2)c3cnn4nc(C)ccc34)cc(c1)C(F)(F)F,8.0
Cc1ccc2c(cnn2n1)c3ccnc(Nc4ccc5OCCOc5c4)n3,8.0
FC(F)(F)c1cccc(Nc2nccc(n2)c3cnn4nc(ccc34)c5ccccc5)c1,6.82
C1COc2cc(Nc3nccc(n3)c4cnn5nc(ccc45)c6ccccc6)ccc2O1,6.92
N(c1ccccc1)c2nccc(n2)c3c(nn4ncccc34)c5ccccc5,8.0
FC(F)(F)c1cccc(Nc2nccc(n2)c3c(nn4ncccc34)c5ccccc5)c1,8.0
Fc1ccc(Nc2nccc(n2)c3c(nn4ncccc34)c5ccccc5)cc1F,8.0
Fc1cc(F)cc(Nc2nccc(n2)c3c(nn4ncccc34)c5ccccc5)c1,8.0
FC(F)(F)c1cc(Nc2nccc(n2)c3c(nn4ncccc34)c5ccccc5)ccc1Cl,7.7
Fc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccccc5)n4,7.7
Fc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5cccc(c5)C(F)(F)F)n4,7.7
Fc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc(F)c(F)c5)n4,7.7
Fc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc(Cl)c(c5)C(F)(F)F)n4,7.4
Fc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc6OCCOc6c5)n4,8.0
COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccccc5)n4,5.3
COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5cccc(c5)C(F)(F)F)n4,4.5
COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc(F)c(F)c5)n4,5.1
COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc(Cl)c(c5)C(F)(F)F)n4,4.51
COc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc6OCCOc6c5)n4,5.3
FC(F)(F)c1cccc(c1)c2nn3ncccc3c2c4ccnc(Nc5ccccc5)n4,6.82
Fc1ccc(Nc2nccc(n2)c3c(nn4ncccc34)c5cccc(c5)C(F)(F)F)cc1F,6.51
FC(F)(F)c1cccc(c1)c2nn3ncccc3c2c4ccnc(Nc5ccc6OCCOc6c5)n4,7.3
FC(F)(F)c1cccc(c1)c2nn3ncccc3c2c4ccnc(Nc5ccc(Cl)c(c5)C(F)(F)F)n4,6.0
Clc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccccc5)n4,5.9
FC(F)(F)c1cccc(Nc2nccc(n2)c3c(nn4ncccc34)c5ccc(Cl)cc5)c1,5.6
Fc1ccc(Nc2nccc(n2)c3c(nn4ncccc34)c5ccc(Cl)cc5)cc1F,6.0
FC(F)(F)c1cc(Nc2nccc(n2)c3c(nn4ncccc34)c5ccc(Cl)cc5)ccc1Cl,5.4
Clc1ccc(cc1)c2nn3ncccc3c2c4ccnc(Nc5ccc6OCCOc6c5)n4,6.1
Cc1ccc2c(c3ccnc(Nc4ccccc4)n3)c(nn2n1)c5ccccc5,7.3
Cc1ccc2c(c3ccnc(Nc4cccc(c4)C(F)(F)F)n3)c(nn2n1)c5ccccc5,7.4
NC1=NONC1N2N=NC(C2CN3CCCCC3)C(=O)N\N=C\c4ccncc4,7.0
NC1=NONC1N2N=NC(C2CN3CCCCC3)c4n[nH]c(n4)c5ccncc5,6.55
CCCCNC(=O)N1Cc2n[nH]c(NC(=O)Cc3ccc(cc3)N4CCCC4)c2C1,6.52
CCCCNC(=O)N1Cc2n[nH]c(NC(=O)[C@@H](C)c3ccc4ccccc4c3)c2C1,7.3
NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c4nc[nH]c4n2)cc1,7.4
N[C@@H]1CC[C@H](CC1)Nc2cc(Nc3ccc(cc3)S(=O)(=O)N)n4ncnc4n2,6.11
N[C@@H]1CC[C@H](CC1)Nc2cc(Nc3ccc(cc3)S(=O)(=O)c4ccccc4)n5ncnc5n2,4.3
CS(=O)(=O)c1ccc(Nc2cc(N[C@@H]3CC[C@@H](N)CC3)nc4ncnn24)cc1,4.37
CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@@H]3CC[C@@H](N)CC3)nc4ncnn24)cc1,4.7
CCN(CC)c1cc(Nc2ccc(cc2)S(=O)(=O)N)n3ncnc3n1,4.96
NS(=O)(=O)c1ccc(Nc2cc(NC3CCCCC3)nc4ncnn24)cc1,6.01
NS(=O)(=O)c1ccc(Nc2cc(OC3CCCCC3)nc4ncnn24)cc1,6.72
NS(=O)(=O)c1ccc(Nc2cc(OCC3CCCCC3)nc4ncnn24)cc1,4.54
Oc1cc2C(=O)Oc3c(O)c(O)cc4C(=O)Oc(c1O)c2c34,5.12
COc1cc(C)c(Sc2cnc(NC(=O)c3ccc(CNC(C)C(C)(C)C)cc3)s2)cc1C(=O)N4CCN(CC4)C(=O)C,4.44
Cc1n[nH]c2ccc(cc12)c3cncc(OC[C@@H](N)Cc4ccccc4)c3,6.46
C[C@@H]1C[C@H]2CN1CCn3nc4c(cccc4c3O)c5nc6c(O2)cccc6nc5O,7.89
COc1ccc(F)c(F)c1C(=O)c2cnc(NC3CCN(CC3)S(=O)(=O)C)nc2N,6.64
COc1cc(cc(OC)c1OC)C2=C(C(=O)NC2=O)c3c[nH]c4ccccc34,5.96
NS(=O)(=O)c1ccc(cc1)c2oc(\C=C\3/SC(=N)NC3=O)cc2,6.6
C\C(=C/1\SC(=N)NC1=O)\c2oc(cc2)c3ccc(cc3)S(=O)(=O)N,6.37
NS(=O)(=O)c1ccc(cc1Cl)c2oc(\C=C\3/SC(=N)NC3=O)cc2,7.85
NS(=O)(=O)c1ccc(cc1C(F)(F)F)c2oc(\C=C\3/SC(=N)NC3=O)cc2,8.7
CN(C)CCNS(=O)(=O)c1ccc(cc1)c2oc(\C=C\3/SC(=N)NC3=O)cc2,6.29
CNS(=O)(=O)c1ccc(cc1)c2oc(\C=C\3/SC(=N)NC3=O)cc2,7.1
CN(C)c1cc2CCCn3cc(C4=C(C(=O)NC4=O)c5cn(CCCc(c2)n1)c6ccccc56)c7ccccc37,8.15
CN(C)c1nc2CCn3cc(C4=C(C(=O)NC4=O)c5cn(CCCc1cc2)c6ccccc56)c7ccccc37,8.52
CN(C)c1nc2CCCn3cc(C4=C(C(=O)NC4=O)c5cn(CCCc1cc2)c6ccccc56)c7ccccc37,7.43
O=C1NC(=O)C2=C1c3cn(CCCc4ccc(CCCn5cc2c6ccccc56)c(n4)N7CCCC7)c8ccccc38,7.52
O=C1NC(=O)C2=C1c3cn(CCCc4cc(CCCn5cc2c6ccccc56)nc(c4)N7CCCC7)c8ccccc38,7.96
O=C1NC(=O)C2=C1c3cn(CCCCc4ccc(CCCCn5cc2c6ccccc56)c(n4)N7CCCC7)c8ccccc38,7.62
Cn1cc(C2=C(C(=O)NC2=O)c3cccc(OCCN)c3)c4ccccc14,7.16
CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3nc([nH]c23)c4ccc(Cl)cc4Cl)cc1,7.82
Oc1ccc(C(=O)NCCc2ccccc2)c3nc([nH]c13)c4ccc(Cl)cc4Cl,6.0
CS(=O)(=O)Nc1ccc(CCNC(=O)c2ccc(O)c3[nH]c(nc23)c4ccccc4)cc1,7.6
Oc1ccc(C(=O)NCCc2ccccc2)c3nc([nH]c13)c4ccccc4,6.24
Oc1ccc(C(=O)NCc2ccccc2)c3nc([nH]c13)c4ccccc4,6.06
Brc1cnn2c(NCc3cccnc3)cc(nc12)c4ccccc4,6.24
Brc1cnn2c(NCOc3cccnc3)cc(nc12)c4ccccc4,6.22
Fc1ccccc1c2cc(NCOc3cccnc3)n4ncc(Br)c4n2,6.89
Clc1ccccc1c2cc(NCOc3cccnc3)n4ncc(Br)c4n2,7.46
Clc1ccccc1c2cc(NCc3cccnc3)n4ncc(Br)c4n2,7.27
Fc1ccccc1c2cc(NCc3ccccc3)n4ncc(Br)c4n2,4.82
CS(=O)(=O)c1ccc(Nc2cc(nc3c(Br)cnn23)c4ccccc4Cl)cc1,6.35
Fc1ccccc1c2cc(Nc3ccccc3)n4ncc(Br)c4n2,4.88
CNc1cc(nc2c(Br)cnn12)c3ccccc3Cl,6.61
Brc1cnn2c(NCc3cccnc3)cc(nc12)c4cccs4,6.32
Brc1cnn2c(NCc3cccnc3)cc(nc12)c4occc4,6.51
Brc1cnn2c(NCc3cccnc3)cc(nc12)C4CCNCC4,6.39
Brc1cnn2c(NCc3cccnc3)cc(nc12)C4CCCNC4,6.75
Brc1cnn2c(NCc3cccnc3)cc(nc12)C4CCCCC4,7.57
CSc1cc(NCc2cccnc2)n3ncc(Br)c3n1,5.93
COc1cc(NCc2cccnc2)n3ncc(Br)c3n1,5.85
CNc1cc(NCc2cccnc2)n3ncc(Br)c3n1,5.34
CCOC(=O)c1cc(NCc2cccnc2)n3ncc(Br)c3n1,6.1
CC(O)c1cc(NCc2cccnc2)n3ncc(Br)c3n1,6.3
Brc1cnn2c(NCc3cccnc3)cc(nc12)C4CC4,5.95
CC(C)c1cc(NCc2cccnc2)n3ncc(Br)c3n1,6.38
CCc1cc(NCc2cccnc2)n3ncc(Br)c3n1,6.04
Cc1cc(NCc2cccnc2)n3ncc(Br)c3n1,5.45
N#CCc1cnn2c(NCc3cccnc3)cc(nc12)c4ccccc4,5.96
CC(=O)NCCSc1cnn2c(NCc3cccnc3)cc(nc12)c4ccccc4,7.47
CSc1cnn2c(NCc3cccnc3)cc(nc12)c4ccccc4,5.75
C#Cc1cnn2c(NCc3cccnc3)cc(nc12)c4ccccc4,5.01
CCc1cnn2c(NCc3cccnc3)cc(nc12)c4ccccc4,5.55
O[C@@]12CC\C=C/CCCCN3CC[C@@H](C(=C1)c4nccc5c6ccccc6[nH]c45)[C@]7(C[C@@H]8\C=C/CCCCN8[C@@H]27)C3,4.99
CC(=O)Oc1cccc2c3ccnc(C4=C\C\5=C\C\C=C/CCCCN6CCC4[C@]7(C[C@@H]8\C=C/CCCCN8[C@@H]57)C6)c3[nH]c12,5.32
C1CCN2CCC3C(=C\C(=C\C\C=C/C1)\[C@@H]4N5CCCC\C=C/[C@H]5C[C@]34C2)c6nccc7c8ccccc8[nH]c67,5.27
O[C@@]12CC\C=C/CCCCN3CCC(C(=C1)c4nccc5c6cccc(OS(=O)(=O)c7ccc(Br)cc7)c6[nH]c45)[C@]8(C[C@@H]9CCC(=O)CCCN9[C@@H]28)C3,4.64
O[C@@]12CC\C=C/CCCCN3CCC(C(=C1)c4nccc5c6cccc(OS(=O)(=O)c7ccc(Cl)cc7)c6[nH]c45)[C@]8(C[C@@H]9CCC(=O)CCCN9[C@@H]28)C3,5.14
CC(=O)Nc1nc(C)c(s1)S(=O)(=O)Oc2cccc3c4ccnc(C5=C[C@@]6(O)CC\C=C/CCCCN7CCC5[C@]8(C[C@@H]9CCC(=O)CCCN9[C@@H]68)C7)c4[nH]c23,5.07
O[C@@]12CC\C=C/CCCCN3CCC(C(=C1)c4nccc5c6ccccc6[nH]c45)[C@]7(C[C@@H]8CCC(=O)CCCN8[C@@H]27)C3,4.6
CCOc1cccc2c3ccnc(C4=C[C@@]5(O)CC\C=C/CCCCN6CCC4[C@]7(C[C@@H]8\C=C/CCCCN8[C@@H]57)C6)c3n(CC)c12,4.98
Oc1ccc2[nH]c3c(nccc3c2c1)C4=C[C@@]5(O)CC\C=C/CCCCN6CCC4[C@]7(C[C@@H]8\C=C/CCCCN8[C@@H]57)C6,4.78
Oc1cccc2c3ccnc(C4=C[C@@]5(O)CC\C=C/CCCCN6CC[C@@H]4[C@]7(CC8\C=C/CCCCN8[C@@H]57)C6)c3[nH]c12,5.32
N(c1ccccc1)c2nccc(n2)C3=CNN4C=CC=CC34,6.82
COCCn1cc(c2ccnc(Nc3cccc(OC)c3)n2)c4ccccc14,6.85
COCCn1cc(c2ccnc(Nc3ccccc3)n2)c4ccccc14,6.5
COCCn1cc(c2ccnc(Nc3cccc(OC)c3)n2)c4cccnc14,5.66
COCCn1cc(c2ccnc(Nc3ccccc3)n2)c4cccnc14,5.98
COc1cccc(Nc2nccc(n2)C3=C(NN4C=CC=CC34)c5ccccc5)c1,7.52
N(c1ccccc1)c2nccc(n2)C3=C(NN4C=CC=CC34)c5ccccc5,7.22
Cc1ccc(Cl)cc1Nc2nccc(n2)C3=CNN4C=CC=CC34,4.97
COc1cccc(Nc2nccc(n2)C3=CNN4C=CC=CC34)c1,7.0
CCCC1=C(C(c2cccc(C#N)c2Br)c3c[nH]nc3N1)c4oc(C)nn4,9.15
OC(=O)c1cc(NC2=C(C(=O)NC2=O)c3cccc(Cl)c3)ccc1Cl,6.8
Brc1cc2c(NC(=O)C3CC3)n[nH]c2nc1c4occc4,8.15
OCCCn1cc(C2=C(C(=O)NC2=O)c3cnccn3)c4cccnc14,7.6
CN1CCC(CC1)C2=C(C#N)[C@@H](c3c[nH]nc3N2)c4cccc5nonc45,8.6
CN1CCN(Cc2ccc3nc([nH]c3c2)C4=CC(=NNC4=O)c5cc(C)c(O)c(C)c5)CC1,8.82
[O-][N+](=O)c1ccccc1S(=O)(=O)Oc2ccccc2\C=C\3/SC(=S)NC3=O,5.81
COc1ccc(c2oc(\C=C\3/SC(=S)NC3=O)cc2)c(c1)[N+](=O)[O-],5.25
Oc1ccc(\C=C\2/SC(=S)NC2=O)cc1[N+](=O)[O-],5.4
O=C1NC(=O)C(=C1Nc2ccccc2)c3ccccc3,6.23
CC(C)(C)CN1CCC(CC1)NC(=O)c2csc(NC(=O)c3ccc4cc5C(=O)NCC6(CCC6)n5c4c3)n2,6.04
CC(=O)Nc1ccc(cc1)c2c(oc3ncnc(N)c23)c4cccnc4,5.79
Nc1ncnc2oc(c3cccnc3)c(c4ccc(NS(=O)(=O)c5cccs5)cc4)c12,7.64
Nc1ncnc2oc(c3cccnc3)c(c4ccc(NS(=O)(=O)c5ccccc5)cc4)c12,7.52
CS(=O)(=O)Nc1ccc(cc1)c2c(oc3ncnc(N)c23)c4cccnc4,6.32
Nc1ncnc2oc(c3cccnc3)c(c4ccc(NC(=O)c5cccc(F)c5)cc4)c12,5.8
O\N=C/1\C(=C/2\C(=O)Nc3ccc(cc23)S(=O)(=O)O)\Nc4ccccc14,7.1
COc1ccc(CNC(=O)Nc2ncc(s2)[N+](=O)[O-])cc1,7.0
[O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccc(CCC#N)cc34)c2c1,7.0
Oc1[nH]c2ccccc2c1c3[nH]c4ccccc4c3N=O,7.66
O=C1NC(=O)c2c1c3c4ccccc4[nH]c3n5cncc25,6.3
Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=S)Nc3c(F)cccc3F,6.68
CC(C)n1cnc2\C(=N\c3cccc(Cl)c3)\N=C(NCCO)Nc12,6.9
Nc1n[nH]c2nc3ccccc3nc12,6.0
CC(C)c1nn(c2N=C(Cc3ccc(OCCO)cc3)NC(=O)c12)c4c(Cl)cccc4Cl,6.12
Nc1c[nH]c2ncc(cc12)c3ccccc3,4.64
Nc1noc2ncc(cc12)c3ccccc3,4.64
Cn1nc(N)c2cc(cnc12)c3ccccc3,4.64
CS(=O)(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3,5.45
Nc1n[nH]c2nccc(c3ccccc3)c12,4.64
Nc1n[nH]c2cnc(cc12)c3ccccc3,5.9
Nc1n[nH]c2ncc(cc12)c3ccccc3,6.37
Nc1n[nH]c2nnc(cc12)c3ccccc3,6.28
Nc1n[nH]c2nnc(c3ccccc3)c(c4ccccc4)c12,6.8
Fc1ccc(F)c(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3c2,6.0
O=C(Nc1n[nH]c2cc(ccc12)c3ccsc3)C4CC4,6.48
O=C(Nc1n[nH]c2cc(ccc12)c3cccs3)C4CC4,6.67
O=C(Nc1n[nH]c2cc(ccc12)c3cocc3)C4CC4,7.46
O=C(Nc1n[nH]c2cc(ccc12)c3ccc[nH]3)C4CC4,6.5
Fc1cccc(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3c2,6.08
NS(=O)(=O)c1cccc(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3c2,6.32
O=C(Nc1n[nH]c2cc(ccc12)c3ccc4[nH]ccc4c3)C5CC5,7.38
Oc1ccc(cc1)c2ccc3c(NC(=O)C4CC4)n[nH]c3c2,7.82
O=C(Nc1n[nH]c2cc(ccc12)c3ccccc3)C4CC4,6.3
COc1ccc(cc1)c2ccc3c(NC(=O)C4CC4)n[nH]c3n2,4.64
CCN1CCN(CCCC(=O)Nc2n[nH]c3nc(ccc23)c4cccc(O)c4)CC1,7.68
CN1CCC(CC1)C(=O)Nc2n[nH]c3nc(c(Br)cc23)c4ccc(O)cc4,9.0
CN1CCC(CC1)C(=O)Nc2n[nH]c3nc(ccc23)c4ccc(O)cc4,7.92
CN1CCC(CC1)C(=O)Nc2n[nH]c3nc(c(Br)cc23)c4ccccc4,6.42
O=C(Nc1n[nH]c2nc(c3ccccc3)c(cc12)C#N)C4CC4,7.06
Clc1cc2c(NC(=O)C3CC3)n[nH]c2nc1c4ccccc4,6.63
O=C(Nc1n[nH]c2nc(c3ccccc3)c(cc12)c4ccccc4)C5CC5,6.38
Cc1cc2c(NC(=O)C3CC3)n[nH]c2nc1c4ccc(O)cc4,8.22
Oc1ccc(cc1)c2nc3[nH]nc(NC(=O)C4CC4)c3cc2Cl,9.0
COc1ccccc1c2ccc3c(NC(=O)C4CC4)n[nH]c3n2,5.8
Oc1ccccc1c2ccc3c(NC(=O)C4CC4)n[nH]c3n2,7.44
COc1cccc(c1)c2ccc3c(NC(=O)C4CC4)n[nH]c3n2,6.9
Oc1ccc(cc1O)c2ccc3c(NC(=O)C4CC4)n[nH]c3n2,8.1
O=C(Nc1n[nH]c2nc(ccc12)c3ccccc3)C4CC4,6.37
CCCC(=O)Nc1n[nH]c2ncc(cc12)c3cccc4ccccc34,6.62
CCCC(=O)Nc1n[nH]c2ncc(cc12)c3ccc4ccccc4c3,6.77
CCCC(=O)Nc1n[nH]c2ncc(cc12)c3ccc(cc3)c4ccccc4,6.07
CCCC(=O)Nc1n[nH]c2ncc(cc12)c3ccncc3,6.35
CCCC(=O)Nc1n[nH]c2ncc(cc12)c3cccnc3,7.96
CCCC(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3Cl,7.57
CCCC(=O)Nc1n[nH]c2ncc(cc12)c3cccc(F)c3F,8.15
CCCC(=O)Nc1n[nH]c2ncc(cc12)c3cccc(F)c3,7.7
CCCC(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3F,7.75
CCCC(=O)Nc1n[nH]c2ncccc12,5.63
CCCC(=O)Nc1n[nH]c2ncc(cc12)B3OC(C)(C)C(C)(C)O3,6.45
CCNC(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3,5.55
O=C(Nc1n[nH]c2ncc(cc12)c3ccccc3)C4CCCC4,8.3
CC(C)C(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3,7.72
CCCC(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3,7.25
CCC(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3,7.37
CC(=O)Nc1n[nH]c2ncc(cc12)c3ccccc3,6.54
Brc1cc2c(NC(=O)C3CCN(Cc4ccccc4)C3)n[nH]c2nc1c5occc5,7.85
CN1CCC(CC(=O)Nc2n[nH]c3nc(c(Br)cc23)c4cccs4)CC1,7.75
Brc1cc2c(NC(=O)C3CCCC3)n[nH]c2nc1c4nccs4,7.8
Brc1cc2c(NC(=O)C3CC3)n[nH]c2nc1c4nccs4,7.0
O=C(Nc1n[nH]c2nc(ccc12)c3occc3)C4CC4,6.85
Brc1cc2c(NC(=O)C3CCCC3)n[nH]c2nc1c4cccs4,8.15
