COc1ccc(CC(=O)Nc2cn(Cc3ccccc3)cn2)cc1 COC(=O)[C@@H]1C[C@@H](C1)n2cnc(NC(=O)Cc3ccc(OC)cc3)c2
CO\N=C/1\C(=Nc2ccccc12)c3c(O)[nH]c4cc(Br)ccc34 CC(=O)O\N=C/1\C(=Nc2ccccc12)c3c(O)[nH]c4cc(Cl)ccc34
CC(=O)O\N=C/1\C(=Nc2ccccc12)c3c(O)[nH]c4cc(Br)c(cc34)[N+](=O)[O-] CC(=O)O\N=C/1\C(=Nc2ccccc12)c3c(O)[nH]c4ccccc34
CCNC(=O)c1cnc2oc3ccc(O)cc3c2c1c4ccccc4 Oc1ccc2oc3ncc(O)c(c4ccccc4)c3c2c1
COc1ccc2c(c1)[nH]c3c4c(OC)cncc4cc(C#N)c23 COc1cccc2c1[nH]c3c4ccncc4cc(C#N)c23
CC(C)n1c(nc2c(Nc3ccncn3)ncnc12)C(CO)CO CC(C)n1c(nc2c(Nc3ccnnc3)ncnc12)C(CO)CO
COc1ccc2c(c1)[nH]c3c(C)nccc23 COc1ccc2c(c1)[nH]c3c4ccncc4cc(C#N)c23
CCCC(=O)Nc1nc(NCc2ccc(Cl)cc2)c3ncn(C(C)C)c3n1 CC(C)[C@H](CO)Nc1nc(Nc2cccc(Cl)c2)c3ncn(C(C)C)c3n1
Cn1cc(C2=C(C(=O)NC2=O)c3coc4cc(CO)ccc34)c5cc(F)c(Cl)cc15 Cn1cc(C2=C(C(=O)NC2=O)c3coc4cc(CO)ccc34)c5cc(Br)ccc15
O=C(Nc1cccc2C(=O)N3CCCCC3c12)Nc4nc5ccccc5s4 Oc1cccnc1NC(=O)Nc2cccc3C(=O)N4CCCCC4c23
Nn1c(S)nnc1CSc2nnc(Cc3c4CCCCc4sc3NC(=O)CCl)n2NC(=O)c5ccccc5 COC(=O)CSc1nnc(Cc2c3CCCCc3sc2NC(=O)C)n1NC(=O)C
Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc12 CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncc(C(C)C)n3n1
CN1CCN(CC1)c2ccc3NC(=O)N(Cc3c2)c4csc(n4)c5ccncc5 CN1CCN(CC1)c2cccc(NC(=O)Nc3csc(n3)c4ccncc4)n2
O=C(Nc1cc(on1)c2ccccc2)Nc3cccc4C(=O)N5CCCCC5c34 O=C(Nc1cc2ccccc2cn1)Nc3cccc4C(=O)N5CCCCC5c34
Cn1cnc2c(NCc3ccccc3)nc(NCCO)nc12 CC[C@H](CO)Nc1nc(NCc2ccccc2)c3ncn(C(C)C)c3n1
CC(=O)Nc1ccc(cc1)c2cnc(N)nc2c3c[nH]c4ccc(Br)cc34 Nc1ncc(I)c(n1)c2c[nH]c3cc(Br)ccc23
CCOC(=O)C1=C(NC(=O)C(=C1)c2csc(n2)c3ccncc3)C(F)(F)F CC(C)C1=C(C=C(C(=O)N1)c2csc(n2)c3ccncc3)C(=O)OC4CCN(C)CC4
Nc1nccc(n1)c2c[nH]c3cccc(Br)c23 Nc1nccc(n1)c2c[nH]c3nccc(Cl)c23
Nc1nccc(n1)c2c[nH]c3ccccc23 Nc1nccc(n1)c2c[nH]c3nccc(Cl)c23
Oc1cc2c(oc3ncc(OCc4ccccc4)c(c5ccccc5)c23)c6ccccc16 Oc1cnc2oc3c4ccccc4c(O)cc3c2c1c5ccccc5
Fc1cc(C2=Nn3c(S/C/2=C\c4ccccc4Cl)nnc3c5sc(NC(=O)CCl)cc5c6ccccc6)c(Cl)cc1Cl ClCC(=O)Nc1cc(c2ccccc2)c(s1)c3nnc4sc(nn34)c5ccccc5
COc1cc2oc3ncc(OCc4ccccc4)c(c5ccccc5)c3c2cc1O Oc1ccc2oc3ncc(O)c(c4ccccc4)c3c2c1
CN1CCN(CC1)c2ccc3NC(=O)N(Cc3c2)c4csc(n4)c5ccncc5 Brc1ccc2CN(C(=O)Nc2c1)c3csc(n3)c4ccncc4
CC(=O)Nc1sc2CCCCc2c1Cc3nnc(SCc4nnc(S)n4N)n3NC(=O)c5ccccc5 OC(=O)CCNc1sc2CCCCc2c1Cc3nnc(SCC(=O)N\N=C\c4ccccc4)n3NC(=O)c5ccc(Cl)cc5
CO[C@@H]1CCN2[C@@H](C1)c3c(NC(=O)Nc4ccn(C)n4)cccc3C2=O O=C(Nc1cnccn1)Nc2cccc3C(=O)N4CCCCC4c23
CC(=O)Nc1cc(c2ccccc2)c(s1)c3nnc4SC(=S)Nn34 CC(=O)Nc1cc(c2ccccc2)c(s1)c3nnc4Sc5nc6ccccc6nc5Nn34
CC(C)n1cnc2c(Nc3ccnnc3)nc(Cl)nc12 CC(C)C[C@@H](O)Nc1nc(Nc2ccc(cc2)c3ncccn3)c4ncn(C(C)C)c4n1
Nn1c(S)nnc1CSc2nnc(Cc3c4CCCCc4sc3NC(=O)c5ccccc5)n2NC(=O)c6ccc(Cl)cc6 Nn1c(S)nnc1Cc2c3CCCCc3sc2NCCC(=O)O
Nc1nccc(n1)c2c[nH]c3c(Br)cccc23 COc1ccnc2[nH]cc(c3ccnc(N)n3)c12
Brc1ccc2[nH]c3c(CC(=O)Nc4ncccc34)c2c1 Brc1ccc2[nH]c3c(CC(=O)Nc4ccncc34)c2c1
Brc1ccc2[nH]c3c(CC(=O)Nc4ccsc34)c2c1 [O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccsc34)c2c1
CC(C)n1c(nc2c(Nc3ccncn3)ncnc12)C(CO)CO CC(C)[C@H](CO)Nc1nc(Nc2ccncn2)c3ncn(C(C)C)c3n1
COc1ccc(cc1)c2[nH]c3nccnc3c2C(C)C Cc1c([nH]c2nccnc12)c3ccc(O)cc3
Oc1[nH]c2c(Br)cccc2c1C3=Nc4ccccc4/C/3=N\OCCBr CO\N=C/1\C(=Nc2ccccc12)c3c(O)[nH]c4cc(Br)ccc34
O=C(Nc1ccccn1)Nc2cccc3C(=O)N4CCC(=O)CC4c23 Brc1cccc(NC(=O)Nc2cccc3C(=O)N4CCCCC4c23)n1
COc1ccc(CNc2nc(NC(=O)CC(=O)C)nc3c2ncn3C(C)C)cc1 CC(C)n1cnc2c(NCc3cc(Cl)ccc3O)nc(NCC(C)(C)O)nc12
O=C1Cc2c([nH]c3ncccc23)c4ccccc4N1 [O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccccc34)c2c1
CC(C)(C)C(=O)c1sc(Nc2ccccc2)nc1N Nc1nc(Nc2cccnc2)sc1C(=O)c3ccccc3
COc1cccc2c1[nH]c3c4ccncc4cc(C(=O)N)c23 COc1cccc2c1[nH]c3c4ccncc4cc(C#N)c23
Brc1ccc(NC(=O)Nc2cccc3C(=O)N4CCC5(CC4c23)SCCS5)nc1 CN1CCN(Cc2ccnc(NC(=O)Nc3cccc4C(=O)N5CCCCC5c34)c2)CC1
COc1ccc2c(c1)c(I)c3C(=O)NCC(O)Cn23 OC1CNC(=O)c2c(I)c3ccccc3n2C1
CC[C@H](CO)Nc1nc(Nc2ccccn2)c3ncn(C(C)C)c3n1 CCC[C@@H](O)Nc1nc(Nc2ccc(cc2)c3ncccn3)c4ncn(C(C)C)c4n1
CNC1=N\C(=C/c2ccc3OCOc3c2)\C(=O)N1C CN1C(=N\C(=C/c2ccc3OCOc3c2)\C1=O)NCC=C
CC(C)(C)C(=O)c1sc(Nc2ccccc2)nc1N Nc1nc(Nc2ccncc2)sc1C(=O)c3ccc(F)cc3
Oc1[nH]c2c(Cl)cccc2c1c3[nH]c4ccccc4c3N=O Oc1[nH]c2cc(Cl)ccc2c1c3[nH]c4ccccc4c3N=O
O=C1Cc2c([nH]c3ccncc23)c4ccccc4N1 Clc1ccc2[nH]c3c(CC(=O)Nc4ccncc34)c2c1
Brc1ccc(NC(=O)Nc2cccc3C(=O)N4CCC5(CC4c23)SCCS5)nc1 CO[C@@H]1CCN2[C@@H](C1)c3c(NC(=O)Nc4cnccn4)cccc3C2=O
CC(C)C[C@H](O)Nc1nc(Nc2ccc(cc2)c3ncccn3)c4ncn(C(C)C)c4n1 CC(C)[C@H](CO)Nc1nc(Nc2ccncc2)c3ncn(C(C)C)c3n1
O=C1Nc2ccccc2CN1c3nc(cs3)c4ccccn4 O=C1Nc2ccccc2CN1c3csc(n3)c4ccncc4
Oc1ccc2OC(=O)c3[nH]c4ccc(F)cc4c3c2c1 Oc1ccc2OC(=O)c3[nH]c4ccc(O)cc4c3c2c1
Nn1c(S)nnc1CSc2nnc(Cc3csc(NC(=O)CCl)n3)n2NC(=O)c4ccc(Cl)cc4 CC(=O)Nc1nc(Cc2nnc(SCC(=O)NN)n2NC(=O)c3ccc(Cl)cc3)cs1
COc1ccc(cc1)C(=O)c2sc(Nc3cccnc3)nc2N Nc1nc(Nc2ccncc2)sc1C(=O)c3cccc(F)c3
CNC1=N\C(=C/c2ccc3OCOc3c2)\C(=O)N1C CN1C(=N\C(=C/c2ccc3OCOc3c2)\C1=O)Nc4ccc5OCCOc5c4
COc1ccc(cc1)C(=O)c2sc(Nc3ccccn3)nc2N Nc1cccc(Nc2nc(N)c(s2)C(=O)c3cccc(F)c3)c1
CCN(CC)Cc1cccc(NC(=O)Nc2cccc3C(=O)N4CCCCC4c23)n1 O=C(Nc1cc[nH]n1)Nc2cccc3C(=O)N4CCCCC4c23
CC(=O)O\N=C/1\C(=Nc2ccccc12)c3c(O)[nH]c4cc(Br)c(cc34)[N+](=O)[O-] CC(=O)O\N=C/1\C(=Nc2ccccc12)c3c(O)[nH]c4cc(F)ccc34
Oc1cc2NC(=O)Cc3c([nH]c4ccc(Br)cc34)c2cc1O O=C1Cc2c([nH]c3ccc(cc23)C#N)c4ccccc4N1
Oc1[nH]c2c(Br)cccc2c1C3=Nc4ccccc4/C/3=N\OCCBr CO\N=C\1/C(=Nc2ccccc12)c3c(O)[nH]c4ccccc34
Nc1nc(Nc2ccccc2F)sc1C(=O)c3ccccc3 Nc1nc(Nc2cccnc2)sc1C(=O)c3ccccn3
COc1ccc(cc1)C(=O)c2sc(Nc3ccccc3)nc2N COc1ccccc1C(=O)c2sc(Nc3ccccn3)nc2N
COc1ccc2c(c1)[nH]c3c4c(OC)cncc4cc(C#N)c23 COc1ccc2c(c1)[nH]c3c4ccncc4cc(C#N)c23
Ic1ccc2NC(=O)Cc3c([nH]c4ccccc34)c2c1 [O-][N+](=O)c1ccc2[nH]c3c(CC(=O)Nc4ccc(Br)cc34)c2c1
Brc1ccc2NC(=O)Cc3c([nH]c4ccc(cc34)C#N)c2n1 COc1cc2NC(=O)Cc3c([nH]c4ccc(cc34)C#N)c2cc1OC
