smiles,property
COc1ccc2\C(=C\c3[nH]c(C)c(CCC(=O)O)c3C)\C(=O)Nc2c1,4.6
COc1ccc(cc1)c2ccc3\C(=C\c4[nH]c(C)c(CCC(=O)O)c4C)\C(=O)Nc3c2,5.25
COc1cccc(c1)c2ccc3\C(=C\c4[nH]c(C)c(CCC(=O)O)c4C)\C(=O)Nc3c2,4.75
Cc1[nH]c(\C=C\2/C(=O)Nc3cc(ccc23)c4ccccc4)c(C)c1CCC(=O)O,5.0
Cc1c[nH]c(\C=C\2/C(=O)Nc3ccc(Br)cc23)c1CCC(=O)O,6.31
Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(cc23)S(=O)(=O)N)c(C)c1CCC(=O)O,6.55
COc1ccccc1c2ccc3\C(=C\c4[nH]cc(CCC(=O)O)c4C)\C(=O)Nc3c2,7.4
CNS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN5CCN(C)CC5)\c2c1,5.92
CCOC(=O)CN1CCN(CCCc2c3CCCCc3[nH]c2\C=C\4/C(=O)Nc5ccc(cc45)S(=O)(=O)NC)CC1,7.1
Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NCc4ccncc4,5.51
CNS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN5CCN(CCO)CC5)\c2c1,6.22
CNS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCC(=O)N)\c2c1,7.16
CN1CCN(CCCc2c(C)[nH]c(\C=C\3/C(=O)Nc4ccccc34)c2C)CC1,5.38
Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NCCN4CCOCC4,5.58
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(Cl)cc23)c1C,6.77
CCS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN(C)C)\c2c1,6.4
Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NCCn4cncn4,4.77
CNS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN5CCN(CC(=O)O)CC5)\c2c1,6.7
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(Br)cc23)c1C,6.14
Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NCCN4CCCC4,5.41
CNS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN5CCC(O)CC5)\c2c1,5.47
CNS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN5CCOCC5)\c2c1,5.77
CCS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN5CCN(CC(=O)O)CC5)\c2c1,6.4
CCS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN5CCN(CCO)CC5)\c2c1,5.96
CNS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN(C)C)\c2c1,6.16
CN1CCC(CNC(=O)c2c(C)[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c2C)CC1,6.7
CN(C)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,5.8
CNS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CN5CCOCC5)\c2c1,6.7
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccccc23)c1C,6.06
CCS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCCN5CCC(O)CC5)\c2c1,6.3
CCS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CN5CCOCC5)\c2c1,6.4
CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C,5.97
CCS(=O)(=O)c1ccc2NC(=O)\C(=C/c3[nH]c4CCCCc4c3CCC(=O)N)\c2c1,7.1
Cc1ccc2c(c1)ncn2c3ccccc3,4.3
[O-][N+](=O)c1cccc(c1)n2cnc3ccccc23,4.46
[O-][N+](=O)c1cccc2ncn(c3ccccc3)c12,4.4
NC(=O)c1ccc2c(c1)ncn2c3ccccc3,5.0
COC(=O)c1ccc(cc1)n2cnc3ccccc23,4.3
OC(=O)c1ccc2ncn(c3ccccc3)c2c1,4.3
Oc1cccc2ncn(c3ccccc3)c12,4.3
O=Cc1cccc(c1)n2cnc3ccccc23,4.3
COc1cccc2ncn(c3ccccc3)c12,4.3
Clc1ccc2c(c1)ncn2c3ccccc3,4.29
COC(=O)c1ccc2c(c1)ncn2c3ccccc3,5.18
Oc1ccc(cc1)n2cnc3ccccc23,5.24
Oc1cccc(c1)n2cnc3ccccc23,4.3
Nc1ccc2c(c1)ncn2c3ccccc3,4.44
CC(=O)c1ccc2c(c1)ncn2c3ccccc3,4.85
COc1ccc2c(c1)ncn2c3ccsc3,5.19
COc1cccc(c1)n2cnc3ccccc23,4.3
COc1ccc2c(c1)ncn2c3cccs3,5.28
OC(=O)c1ccc2c(c1)ncn2c3ccccc3,4.55
Clc1cccc(c1)n2cnc3ccccc23,4.3
[O-][N+](=O)c1ccc2ncn(c3ccccc3)c2c1,4.41
c1ccc(cc1)n2cnc3cnccc23,4.31
CN(C)c1cc(cc(c1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C)N(C)C,4.8
Cc1ccc(cc1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,5.78
COc1ccccc1c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,4.95
Cc1cc(C)cc(c1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,5.95
CCOc1cc(OCC)cc(c1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,5.78
Cc1ccccc1c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,5.85
COc1ccc(cc1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,5.4
COc1ccc(cc1OC)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,4.69
Cc1cc(C)c(c(C)c1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,6.57
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1c3c(Cl)cccc3Br,6.75
CCN(CC)CCOc1ccc(C)c(c1C)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,6.05
CCOc1cccc(c1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,6.17
COc1cccc(c1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,6.44
Cc1c(C)c(C)c(c(C)c1C)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,5.79
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1c3cccc(Cl)c3Cl,6.8
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1c3c(Cl)ccc(Cl)c3Cl,6.96
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1c3cc(F)cc(F)c3,5.96
CCc1ccccc1c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,4.95
CCc1cc(CC)cc(c1)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,5.11
CC(C)(C)NC(=O)Nc1nc2nc(N)ncc2cc1c3c(F)cccc3F,6.96
Cc1cccc(c1C)c2cc3cnc(N)nc3nc2NC(=O)NC(C)(C)C,6.47
O=C(Nc1ccccn1)Nc2cccc3C(=O)N4CCC[C@@H]4c23,5.17
CC(C)OCc1ccc2c(c1)c3c4CNC(=O)c4c5c(Cc6ccccc56)c3n2CCCO,6.79
COCCOc1cc2nccc(Nc3ccc(Cl)cc3F)c2cc1OC,5.03
COc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,4.96
COc1cc2ncnc(Nc3ccc(Cl)cc3F)c2cc1OC,5.16
COCCOc1cc2ncnc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,5.13
COc1cc2ncnc(Nc3ccc(F)cc3F)c2cc1OC,4.24
COCCOc1ccc2c(Nc3ccc(Cl)cc3F)ncnc2c1,4.8
COc1cc2c(Nc3c(F)cc(Br)cc3F)ncnc2cc1OCCn4ccnn4,5.21
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCOCCN4CCOCC4,4.7
COCCOc1cc2ncnc(Nc3cccc(O)c3)c2cc1OC,5.16
COCCOc1cc2nccc(Nc3cc(O)c(Cl)cc3F)c2cc1OC,5.85
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4ccnc4,5.58
COCCOc1cc2nncc(Nc3ccc(Cl)cc3F)c2cc1OC,4.85
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4ccnn4,5.75
COc1cc2c(Nc3ccc(cc3F)C#N)ncnc2cc1OCCn4ccnn4,4.35
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCn4cncn4,4.6
COc1cc2ncnc(Nc3cc(O)c(C)cc3F)c2cc1OC,5.6
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCN4CCCC4,5.03
COc1cc2c(Nc3ccc(Cl)cc3F)ncnc2cc1OCCCCN4CCOCC4,5.82
O=C(Nc1cccc(c1)c2cncc3ccccc23)c4ccccc4NCc5ccncc5,5.29
CC(=O)Oc1ccc2[nH]c(cc2c1)C(=O)c3cc4ccccc4[nH]3,6.7
COc1cc(OC)cc(c1)c2cc3cnc(NCCCCO)cc3nc2NC(=O)NC(C)(C)C,8.1
COc1cc(OC)cc(c1)c2cc3cnc(NCCCCCO)cc3nc2NC(=O)NC(C)(C)C,8.0
COc1cc(OC)cc(c1)C2Cc3cnc(cc3N=C2NC(=O)NC(C)(C)C)N(CCCOCc4ccccc4)C(=O)C,5.05
COc1cc(OC)cc(c1)C2Cc3cnc(cc3N=C2NC(=O)NC(C)(C)C)N(CCCCOCc4ccccc4)C(=O)C,5.96
COc1cc(OC)cc(c1)C2Cc3cnc(cc3N=C2NC(=O)NC(C)(C)C)N(CCCCCOCc4ccccc4)C(=O)C,4.7
COc1cc(OC)cc(c1)C2Cc3cnc(cc3N=C2NC(=O)NC(C)(C)C)N(CCCO)C(=O)C,5.1
COc1cc(OC)cc(c1)C2Cc3cnc(cc3N=C2NC(=O)NC(C)(C)C)N(CCCCO)C(=O)C,5.06
COc1cc(OC)cc(c1)C2Cc3cnc(cc3N=C2NC(=O)NC(C)(C)C)N(CCCCCO)C(=O)C,5.11
CCNC(=O)Nc1nc2nc(NCCCN3CCN(C)CC3)ncc2cc1c4cc(OC)cc(OC)c4,7.75
COc1cc(OC)cc(c1)c2cc3cnc(NCCCN4CCN(C)CC4)nc3nc2NC(=O)NC(C)(C)C,7.96
CCNC(=O)Nc1nc2nc(NCCCCN(CC)CC)ncc2cc1c3cc(OC)cc(OC)c3,7.07
CCN(CC)CCCCNc1ncc2cc(c(NC(=O)NC(C)(C)C)nc2n1)c3cc(OC)cc(OC)c3,7.67
COc1cc(OC)cc(c1)c2cc3cnc(NCCCO)nc3nc2NC(=O)NC(C)(C)C,7.31
COc1cc(OC)cc(c1)c2cc3cnc(NCCCN4CCN(C)CC4)cc3nc2N,7.08
CCNC(=O)Nc1nc2cc(NCCCN3CCN(C)CC3)ncc2cc1c4cc(OC)cc(OC)c4,7.68
COc1cc(OC)cc(c1)c2cc3cnc(NCCCN4CCN(C)CC4)cc3nc2NC(=O)NC(C)(C)C,8.3
CCN(CC)CCCNc1cc2nc(NC(=O)NC(C)(C)C)c(cc2cn1)c3cc(OC)cc(OC)c3,8.1
COc1cc(OC)cc(c1)c2cc3cnc(NCCCCN4CCOCC4)cc3nc2NC(=O)NC(C)(C)C,8.15
COc1cc(OC)cc(c1)c2cc3cnc(NCCCCN4CCN(C)CC4)cc3nc2NC(=O)NC(C)(C)C,8.22
CCN(CC)CCCCNc1cc2nc(N)c(cc2cn1)c3cc(OC)cc(OC)c3,7.34
CCNC(=O)Nc1nc2cc(NCCCCN(CC)CC)ncc2cc1c3cc(OC)cc(OC)c3,7.89
CCN(CC)CCCCNc1cc2nc(NC(=O)NC(C)(C)C)c(cc2cn1)c3cc(OC)cc(OC)c3,8.22
COc1cc(OC)cc(c1)c2cc3cnc(NCCCCCN4CCOCC4)cc3nc2NC(=O)NC(C)(C)C,8.05
COc1cc(OC)cc(c1)c2cc3cnc(NCCCCCN4CCN(C)CC4)cc3nc2NC(=O)NC(C)(C)C,8.0
CCN(CC)CCCCCNc1cc2nc(NC(=O)NC(C)(C)C)c(cc2cn1)c3cc(OC)cc(OC)c3,8.22
CN1CCN(CCCNc2cc3nc(N)c(cc3cn2)c4ccccc4)CC1,5.34
CN1CCN(CCCNc2cc3nc(NC(=O)NC(C)(C)C)c(cc3cn2)c4ccccc4)CC1,6.85
CN1CCN(CCCNc2cc3nc(NCCCN4CCN(C)CC4)c(cc3cn2)c5ccccc5)CC1,4.64
CCN(CC)CCCCNc1cc2nc(N)c(cc2cn1)c3ccccc3,5.51
CCN(CC)CCCCNc1cc2nc(NC(=O)NC(C)(C)C)c(cc2cn1)c3ccccc3,6.7
CN1CCN(CCCNc2cc3nc(N)c(cc3cn2)c4c(Cl)cccc4Cl)CC1,6.66
CCNC(=O)Nc1nc2cc(NCCCN3CCN(C)CC3)ncc2cc1c4c(Cl)cccc4Cl,7.8
CN1CCN(CCCNc2cc3nc(NC(=O)NC(C)(C)C)c(cc3cn2)c4c(Cl)cccc4Cl)CC1,8.15
CCN(CC)CCCCNc1cc2nc(N)c(cc2cn1)c3c(Cl)cccc3Cl,6.2
CCNC(=O)Nc1nc2cc(NCCCCN(CC)CC)ncc2cc1c3c(Cl)cccc3Cl,7.8
CCN(CC)CCCCNc1cc2nc(NC(=O)NC(C)(C)C)c(cc2cn1)c3c(Cl)cccc3Cl,8.15
COc1cc(OC)cc(c1)c2cc3cnc(cc3nc2NC(=O)NC(C)(C)C)N(CCCOCc4ccccc4)C(=O)C,6.48
COc1cc(OC)cc(c1)c2cc3cnc(cc3nc2NC(=O)NC(C)(C)C)N(CCCCOCc4ccccc4)C(=O)C,5.62
COc1cc(OC)cc(c1)c2cc3cnc(cc3nc2NC(=O)NC(C)(C)C)N(CCCO)C(=O)C,5.85
COc1cc(OC)cc(c1)c2cc3cnc(cc3nc2NC(=O)NC(C)(C)C)N(CCCCO)C(=O)C,5.08
COc1cc(OC)cc(c1)c2cc3cnc(cc3nc2NC(=O)NC(C)(C)C)N(CCCCCO)C(=O)C,5.12
COc1cc(OC)cc(c1)c2cc3cnc(NCCCOc4ccccc4)cc3nc2NC(=O)NC(C)(C)C,6.72
COc1cc(OC)cc(c1)c2cc3cnc(NCCCCOc4ccccc4)cc3nc2NC(=O)NC(C)(C)C,6.58
COc1cc(OC)cc(c1)c2cc3cnc(NCCCCCOc4ccccc4)cc3nc2NC(=O)NC(C)(C)C,6.48
COc1cc(OC)cc(c1)c2cc3cnc(NCCCO)cc3nc2NC(=O)NC(C)(C)C,8.4
CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCCCS(=O)(=O)C)c(C(C)C)c23)c(F)cc1F,7.24
CONC(=O)c1cc(Nc2ncnn3cc(NC(=O)OCC4CCCO4)c(C(C)C)c23)c(F)cc1F,7.34
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(C)cn4)c(C(C)C)c23)c(F)cc1F,7.7
CONC(=O)c1cc(Nc2ncnn3cc(c4onc(C)n4)c(C(C)C)c23)c(F)cc1F,6.96
CONC(=O)c1cc(Nc2ncnn3cc(c4noc(C)n4)c(C(C)C)c23)c(F)cc1F,6.85
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(C)nn4)c(C(C)C)c23)c(F)cc1F,7.72
CONC(=O)c1cc(Nc2ncnn3cc(c4ocnn4)c(C(C)C)c23)c(F)cc1F,6.8
CCc1oc(nn1)c2cn3ncnc(Nc4cc(C(=O)NOC)c(F)cc4F)c3c2C(C)C,7.55
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(nn4)C(C)C)c(C(C)C)c23)c(F)cc1F,7.41
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(CC(C)C)nn4)c(C(C)C)c23)c(F)cc1F,7.48
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(nn4)C5CC5)c(C(C)C)c23)c(F)cc1F,7.85
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(CC5CC5)nn4)c(C(C)C)c23)c(F)cc1F,7.57
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(nn4)C(F)F)c(C(C)C)c23)c(F)cc1F,7.0
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(nn4)C(F)(F)F)c(C(C)C)c23)c(F)cc1F,7.08
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(CC(F)(F)F)nn4)c(C(C)C)c23)c(F)cc1F,7.17
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(nn4)N(C)C)c(C(C)C)c23)c(F)cc1F,7.75
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(CN(C)C)nn4)c(C(C)C)c23)c(F)cc1F,6.83
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(CS(=O)(=O)C)nn4)c(C(C)C)c23)c(F)cc1F,7.8
CONC(=O)c1cc(Nc2ncnn3cc(c4oc(nn4)C(F)(F)S(=O)(=O)C)c(C(C)C)c23)c(F)cc1F,6.66
CONC(=O)c1cc(Nc2ncnn3cc(c4n[nH]c(C)n4)c(C(C)C)c23)c(F)cc1F,7.3
COc1cc(OC)cc(c1)c2cc3cnc(cc3nc2NC(=O)NC(C)(C)C)N(CCCCCOCc4ccccc4)C(=O)C,5.48
CN(C)C[C@@H]1CCn2cc(C3=C(C(=O)NC3=O)c4cn(CCO1)c5ccccc45)c6ccccc26,5.29
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(c3)C(F)(F)F)cc2)ccn1,8.33
CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,8.2
COc1cc2Cc3c(Nc4cccc(F)c4)[nH]nc3c2cc1OC,4.34
COC(=O)c1c(OCCN(C)C)c2ccccc2c3oc4C(=O)c5ccccc5C(=O)c4c13,4.63
NC(=C(C#N)C#N)\C(=C\c1cc(O)c(O)c(O)c1)\C#N,5.31
COC(=O)c1c(OCCN2CCCCC2)c3ccccc3c4oc5C(=O)c6ccccc6C(=O)c5c14,5.15
COC(=O)c1c(OCCN2CCCC2)c3ccccc3c4oc5C(=O)c6ccccc6C(=O)c5c14,4.62
COC(=O)c1c(OCCCN(C)C)c2ccccc2c3oc4C(=O)c5ccccc5C(=O)c4c13,4.42
CCN(CC)CCOc1c(C(=O)OC)c2c3C(=O)c4ccccc4C(=O)c3oc2c5ccccc15,5.06
C[C@@H](O)COc1cn2ncnc(Oc3ccc4[nH]c(C)cc4c3F)c2c1C,7.55
OC1=C(C(=O)Nc2ccccc12)c3nc4ccccc4[nH]3,7.05
Cn1ncc2c(N)c(c(O)nc12)c3nc4ccccc4[nH]3,5.52
Nc1c(c(O)[nH]c2nncc12)c3nc4ccccc4[nH]3,5.5
Nc1c(c(O)[nH]c2ncnc12)c3nc4ccccc4[nH]3,5.58
Nc1c(c(O)nc2sccc12)c3nc4ccccc4[nH]3,6.46
CN1CCN(CC1)c2ccc3[nH]c(nc3n2)c4c(O)nc5ccccc5c4N,8.0
Nc1c(c(O)nc2ccccc12)c3nc4ccc([nH]c4n3)N5CCOCC5,7.33
Nc1c(c(O)nc2cnccc12)c3nc4ccc[nH]c4n3,7.52
Nc1c(c(O)nc2ccccc12)c3nc4ccc[nH]c4n3,7.29
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)c4c(O)nc5cccnc5c4N,7.37
Nc1c(c(O)nc2ccncc12)c3nc4cc(ccc4[nH]3)N5CCOCC5,7.0
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)c4c(O)nc5cnccc5c4N,8.4
Nc1c(c(O)nc2cnccc12)c3nc4cc(ccc4[nH]3)N5CCOCC5,8.0
Nc1c(c(O)nc2cnccc12)c3nc4ccccc4[nH]3,8.0
Oc1nc2cnccc2c(O)c1c3nc4ccccc4[nH]3,6.24
Oc1nc2ncccc2c(O)c1c3nc4ccccc4[nH]3,5.3
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5ccccc5NC4=O,8.05
NC1=C(C(=O)Nc2ccccc12)c3nc4cc(ccc4[nH]3)N5CCOCC5,7.52
NC1=C(C(=O)Nc2ccccc12)c3nc4ccccc4[nH]3,7.52
Fc1cccc2c([nH]nc12)c3nc4cc(ccc4[nH]3)N5CCC(CC5)N6CCCCC6,6.7
FC(F)(F)c1ccc2c([nH]nc2c1)c3nc4cc(ccc4[nH]3)N5CCC(CC5)N6CCCCC6,8.7
C(Oc1ccc2c([nH]nc2c1)c3nc4cc(ccc4[nH]3)N5CCC(CC5)N6CCCCC6)c7ccccc7,7.64
Fc1ccc2c([nH]nc2c1)c3nc4cc(ccc4[nH]3)N5CCC(CC5)N6CCCCC6,7.69
COC(=O)c1ccc2[nH]nc(c3nc4cc(ccc4[nH]3)N5CCC(CC5)N6CCCCC6)c2c1,7.14
CC(C)(C)NC(=O)Nc1ccc2[nH]nc(c3nc4cc(ccc4[nH]3)N5CCC(CC5)N6CCCCC6)c2c1,9.0
C(Nc1ccc2[nH]nc(c3nc4cc(ccc4[nH]3)N5CCC(CC5)N6CCCCC6)c2c1)C7CCCCC7,7.8
C1CCN(CC1)C2CCN(CC2)c3ccc4[nH]c(nc4c3)c5[nH]nc6ccc(Oc7ccccc7)cc56,7.82
C(Oc1ccc2[nH]nc(c3nc4cc(ccc4[nH]3)N5CCC(CC5)N6CCCCC6)c2c1)c7ccccc7,8.1
CC(C)(C)NC(=O)Nc1cccc2[nH]nc(c3nc4cc(ccc4[nH]3)N5CCC(CC5)N6CCCCC6)c12,8.52
C(Oc1cccc2[nH]nc(c3nc4cc(ccc4[nH]3)N5CCC(CC5)N6CCCCC6)c12)c7ccccc7,7.03
CN1CCN(Cc2ccc3[nH]c(nc3c2)c4[nH]nc5ccccc45)CC1,6.57
C(COc1ccc2[nH]c(nc2c1)c3[nH]nc4ccccc34)CN5CCCC5,7.01
c1ccc2c([nH]nc2c1)c3nc4cc(ccc4[nH]3)n5ccnc5,6.68
CN(C1CCN(C)CC1)c2ccc3[nH]c(nc3c2)c4[nH]nc5ccccc45,7.75
C1CCN(CC1)C2CCN(CC2)c3ccc4[nH]c(nc4c3)c5[nH]nc6ccccc56,7.32
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)c4[nH]nc5ccccc45,7.09
C1CN(CCO1)c2ccc3[nH]c(nc3c2)c4[nH]nc5ccccc45,7.0
C1CN(CCO1)c2cccc3[nH]c(nc23)c4[nH]nc5ccccc45,6.08
c1ccc2[nH]c(nc2c1)c3n[nH]c4ccccc34,5.85
COc1ccc(N(C(=O)Oc2c(C)cccc2C)c3ccnc(Nc4cc(OC)c(OCCCN5CCN(C)CC5)c(OC)c4)n3)c(OC)c1,6.96
Clc1ccc2OCOc2c1Nc3ncnc4cc(OCCCN5CCCC5)cc(OC6CCOCC6)c34,4.43
CO[C@@H](C(=O)N1Cc2n[nH]c(NC(=O)c3ccc(cc3)N4CCN(C)CC4)c2C1)c5ccccc5,7.33
Cc1cccc(C)c1c2cc(C)c3nc(Nc4ccc(OCCN5CCCC5)cc4)nnc3c2,6.02
Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,5.7
COc1cc(OC)cc(c1)c2ccc3\C(=C\c4[nH]c(C)c(CCC(=O)O)c4C)\C(=O)Nc3c2,6.28
COc1ccc2cc(ccc2c1)c3c(nc(c4ccc(cc4C)[S+](C)[O-])n3C)c5ccncc5,5.01
CCN(CC)CCOc1ccc(Nc2cc(NC(=O)Nc3c(Cl)cccc3Cl)ncn2)cc1,6.24
CCOC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccccc23)c1C,5.3
CC(C)c1c(cn2ncnc(Nc3cnc4[nH]ccc4c3)c12)c5oc(C)nn5,7.21
CC(C)c1c(cn2ncnc(Nc3cnc4[nH]c(C)cc4c3)c12)c5oc(C)nn5,7.11
COc1cc(ccc1Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)N4CCC(CC4)N5CCN(C)CC5,7.6
Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(cc23)S(=O)(=O)Cc4c(Cl)cccc4Cl)c(C)c1C(=O)N5CCC[C@@H]5CN6CCCC6,5.52
CN1C(=O)N(Cc2cnc(N)nc12)c3cc(NC(=O)c4cccc(c4)C(F)(F)F)ccc3C,7.1
CN1CCN(CC1)c2cccc3NC(=O)C(=C(N)c23)c4nc5ccccc5[nH]4,9.0
CN1CCCC(C1)Oc2cccc3NC(=O)C(=C(N)c23)c4nc5ccccc5[nH]4,9.0
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5c(Cl)cccc5NC4=O,8.7
CN(C)CC(=O)N(C)c1ccc2[nH]c(nc2c1)C3=C(N)c4ccccc4NC3=O,8.52
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5c(C)cccc5NC4=O,8.52
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5ccc(F)cc5NC4=O,8.52
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5cc(N)ccc5NC4=O,8.15
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5cc(NCc6ccccc6)ccc5NC4=O,8.1
CN1CCN(Cc2ccc3[nH]c(nc3c2)C4=C(N)c5ccccc5NC4=O)CC1,8.05
CN1CCN(CC1)C(=O)c2ccc3[nH]c(nc3c2)C4=C(N)c5ccccc5NC4=O,8.0
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5cc(ccc5NC4=O)C(=O)NCc6ccccc6,8.0
CN1CCN(CC1)c2ccc3nc([nH]c3c2)C4=C(N)c5c(F)cccc5NC4=O,8.1
CNc1cccc2NC(=O)C(=C(N)c12)c3nc4cc(ccc4[nH]3)N5CCN(C)CC5,7.82
CN1CCCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5ccccc5NC4=O,7.7
CN(C)[C@H]1CCN(C1)c2ccc3[nH]c(nc3c2)C4=C(N)c5ccccc5NC4=O,7.7
NC1=C(C(=O)Nc2ccccc12)c3nc4cc(OCCN5CCOCC5)ccc4[nH]3,7.7
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5cc(Cl)ccc5NC4=O,7.62
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5c(F)cc(F)cc5NC4=O,7.52
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5cc(F)ccc5NC4=O,7.4
Cc1cc2nc([nH]c2cc1C)C3=C(N)c4ccccc4NC3=O,7.16
Cc1ccc2[nH]c(nc2c1)C3=C(N)c4ccccc4NC3=O,7.1
CN(C)c1ccc2NC(=O)C(=C(N)c2c1)c3nc4cc(ccc4[nH]3)N5CCN(C)CC5,7.08
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5cc(F)c(F)cc5NC4=O,6.96
CNC1=C(C(=O)Nc2ccccc12)c3nc4ccccc4[nH]3,6.92
