smiles,property
CCC1CCN(C)C(C1)NC2=C(C(=O)Nc3ccccc23)c4nc5ccccc5[nH]4,6.72
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5cccc(F)c5NC4=O,6.72
CNc1ccc2C(=C(C(=O)Nc2c1)c3nc4cc(ccc4[nH]3)N5CCN(C)CC5)N,6.43
O=C1Nc2ccccc2C=C1c3nc4ccccc4[nH]3,6.41
CN(C)C1=C(C(=O)Nc2ccccc12)c3nc4ccccc4[nH]3,6.41
O=C1Nc2ccccc2C(=C1c3nc4ccccc4[nH]3)NCC5CCNCC5,6.26
CN1CCN(CC1)c2ccc3[nH]c(nc3c2)C4=C(N)c5cc(NC(=O)c6ccccc6)ccc5NC4=O,6.05
CN(C)c1cc2NC(=O)C(=C(N)c2cc1F)c3nc4cc(ccc4[nH]3)N5CCN(C)CC5,5.75
CN1CCN(CC1)c2ccc3NC(=O)C(=C(N)c3c2)c4nc5ccccc5[nH]4,5.39
Cn1c(nc2ccccc12)C3=C(O)c4ccccc4NC3=O,5.1
O=C(NC1CC1)Nc2c[nH]nc2c3nc4cc(CN5CCOCC5)ccc4[nH]3,8.0
OCc1oc(cc1)C(=O)N\N=C\c2cc(C(=O)O)c(Nc3ccc(I)cc3F)c(F)c2F,5.7
COC(=O)c1ccc2\C(=C(\Nc3ccc(CN(C)C(=O)N(C)C)cc3)/c4ccccc4)\C(=O)Nc2c1,7.3
COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(C)C(=O)CN4CCN(C)CC4)/c5ccccc5)\C(=O)Nc2c1,7.0
COC(=O)c1ccc2\C(=C(\Nc3ccc(CN4CCCCC4)cc3)/c5ccccc5)\C(=O)Nc2c1,7.15
COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(C)C(=O)Cn4ccnc4)/c5ccccc5)\C(=O)Nc2c1,7.18
COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(CC(=O)N(C)C)C(=O)C)/c4ccccc4)\C(=O)Nc2c1,7.27
COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(CCCN(C)C)C(=O)C)/c4ccccc4)\C(=O)Nc2c1,7.77
COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(CCN(C)C)C(=O)C)/c4ccccc4)\C(=O)Nc2c1,7.75
COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)N(CCN(C)C)S(=O)(=O)C)/c4ccccc4)\C(=O)Nc2c1,7.6
COC(=O)c1ccc2\C(=C(\Nc3ccc(cc3)C(=O)N(C)CCN(C)C)/c4ccccc4)\C(=O)Nc2c1,7.06
COC(=O)c1ccc2\C(=C(\Nc3ccc(CN(C)C)cc3)/c4ccccc4)\C(=O)Nc2c1,7.09
COC(=O)c1ccc2\C(=C(\Nc3ccc(NC(=O)CN4CCN(C)CC4)cc3)/c5ccccc5)\C(=O)Nc2c1,6.66
O=CN1CCN(CC1)c2ccc(\C=C\3/C(=O)Nc4ccccc34)cc2,5.0
Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(cc23)C(=O)NNc4ccccc4)c(C)c1CCC(=O)O,7.0
Nc1ncc(NC(=O)c2cc(NC(=O)c3cccc(c3)C(F)(F)F)ccc2Cl)cc1Cl,4.89
CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(\C=C\c4ccccc4)n2,7.03
Oc1cc2C[C@@]3(O)COc4c(O)c(O)ccc4[C@H]3c2cc1O,6.5
O[C@@H]1c2ccc(O)c(O)c2OC[C@]1(O)Cc3ccc(O)c(O)c3,6.25
Oc1ccc(C[C@@]2(O)COc3c(O)c(O)ccc3C2=O)cc1O,5.54
Oc1ccc(CC2=Cc3ccc(O)c(O)c3OC2)cc1O,6.22
CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3,6.8
CNC(=O)c1nn(C)c2c3nc(Nc4ccc(cc4)N5CCN(C)CC5)ncc3CC(C)(C)c12,5.92
CSc1cccc(Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)c1,7.21
CN1C(=O)C(=Cc2cnc(Nc3ccc(F)cc3)nc12)c4c(Cl)cccc4Cl,6.03
CCOc1ccc(Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)cc1,6.35
CCN(CCOc1ccc(Nc2ncc3C=C(C(=O)N(C)c3n2)c4c(Cl)cccc4Cl)cc1)C(=O)C,6.61
CN1C(=O)C(=Cc2cnc(Nc3ccc(F)c(C)c3)nc12)c4c(Cl)cccc4Cl,6.03
CC1(C)CNc2cc(NC(=O)c3cccnc3NCc4ccncc4)ccc12,5.21
CCN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4cc(NC)ncn4)cc3)cc2C(F)(F)F)CC1,6.3
Cc1ccc(cc1)n2nc(cc2NC(=O)Nc3ccc(OCCN4CCOCC4)c5ccccc35)C(C)(C)C,4.82
Cn1c(Nc2ccc(cc2)C(F)(F)F)nc3cc(Oc4ccnc(c4)c5ncc([nH]5)C(F)(F)F)ccc13,5.33
Nc1nc(Nc2ccc(cc2)S(=O)(=O)N)nn1C(=O)c3c(F)cccc3F,6.5
OC(=O)c1ccc(Nc2ncc3CN=C(c4cc(Cl)ccc4c3n2)c5c(F)cccc5F)cc1,6.0
CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35)N(C)C(=O)c9ccccc9,5.8
Cc1[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c(C)c1C(=O)NC[C@H](O)CN4CCOCC4,5.72
CN1CCN(CC1)c2cc(Nc3cc(C)[nH]n3)nc(Sc4ccc(NC(=O)C5CC5)cc4)n2,6.1
CC(C)(C)c1cc(NC(=O)c2cccc(Oc3cccc4NC(=O)Nc34)c2)n(n1)c5ccccc5,5.37
COc1cc(\C=C\2/SC(=N)NC2=O)ccc1OCCCOc3cc(C)cc(C)c3,4.64
COc1cc(ccc1OCC(=O)O)C2=Nc3sc4CC(C)CCc4c3C(=O)N2,4.3
COc1cc(ccc1OCC(=O)O)C2=NC(=O)c3c(N2)sc4cc(C)ccc34,5.4
CCc1ccc2c3C(=O)N=C(Nc3sc2c1)c4ccc(OCC(=O)O)c(OC)c4,5.26
COc1cc(ccc1OCC(=O)O)C2=NC(=O)c3c(N2)sc4ccc(C)cc34,5.72
Cn1cc(\C=C\2/Oc3cccc(O)c3C2=O)c4c(ccnc14)c5ccc(cc5)C(=O)NCCO,7.3
CCn1cc(c2ccnc3[nH]c(cc23)c4cccc(CN(C)C)c4)c(n1)c5ccc(NC(=O)N(C)C)cc5,7.12
NS(=O)(=O)c1ccc(Nc2nc(nc3[nH]cnc23)N4CCOCC4)cc1,5.0
C[C@]12O[C@H](C[C@]1(O)CO)n3c4ccccc4c5c6C(=O)NCc6c7c8ccccc8n2c7c35,6.51
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cnn(c4)C(C)(C)C)c(Cl)c3)c12,6.03
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cc(on4)C(C)(C)C)c(Cl)c3)c12,6.66
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cc(nn4C)C(C)(C)C)c(Cl)c3)c12,6.58
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccc(N5CCOCC5)c(c4)C(F)(F)F)c(Cl)c3)c12,6.21
Cn1ccc2ncnc(Oc3ccc(NC(=O)Nc4ccc(CN5CCOCC5)c(c4)C(F)(F)F)c(Cl)c3)c12,5.35
CN1CCN(Cc2ccc(NC(=O)Nc3ccc(Oc4ncnc5ccn(C)c45)cc3Cl)cc2C(F)(F)F)CC1,7.85
CN1CCC(CC1)Oc2ccc(NC(=O)Nc3ccc(Oc4ncnc5ccn(C)c45)cc3Cl)cc2C(F)(F)F,6.57
CN1CCN(Cc2cc(NC(=O)Nc3ccc(Oc4ncnc5ccn(C)c45)cc3Cl)cc(c2)C(F)(F)F)CC1,6.41
COCCn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)c(Cl)c3)c12,4.57
OCCOCCn1ccc2ncnc(Oc3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)c(Cl)c3)c12,5.19
O=C(N[C@H](CN1CCCC1)c2ccccc2)c3cc4[nH]nc(NC(=O)c5ccc(cc5)N6CCOCC6)c4s3,7.85
Oc1ccc(Cl)cc1C(=O)Nc2ccc(cc2Cl)[N+](=O)[O-],4.88
COCCN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,6.14
COc1cncc(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,6.85
COc1cccc(n1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,6.0
COc1ccnc(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,5.86
CC(O)c1ccc(C)c(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,5.81
CN(c1ccc(Cl)c(CO)c1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,7.25
CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(CO)ccc5C,5.48
COc1cc(CO)cc(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,6.35
CN(c1cccc(CO)c1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,6.13
COc1ccc(C)c(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,6.46
CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5cc(C)ccc5C,5.8
COc1cccc(c1)N(C)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,6.74
CN(c1cccc(Cl)c1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,6.95
CN(c1cccc(C)c1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,6.3
CN(c1ccnc(Nc2cc(cc(c2)N3CCOCC3)N4CCOCC4)n1)c5ccccc5C,6.18
CN(c1ccccc1)c2ccnc(Nc3cc(cc(c3)N4CCOCC4)N5CCOCC5)n2,6.5
CCOC(=O)C1=C2C(=NC1=O)c3cccc4cccc2c34,7.13
O=C1N=C2C(=C1C#N)c3cccc4cccc2c34,5.35
CC(Sc1ccc2C3=C(C#N)C(=O)N=C3c4cccc1c24)C5(C)CSCO5,5.44
CCOC(=O)C1=C2C(=NC1=O)c3cccc4c(SCC=C)ccc2c34,6.31
CCOC(=O)C1=C2C(=NC1=O)c3cccc4c(SCCc5cnccn5)ccc2c34,5.68
CCOC(=O)C1=C2C(=NC1=O)c3cccc4c(SCCO)ccc2c34,6.5
C=CCOC(=O)C1=C2C(=NC1=O)c3cccc4cccc2c34,7.72
CCCSC(=O)COC(=O)C1=C2C(=NC1=O)c3cccc4cccc2c34,7.19
FC(F)(F)C(F)(F)COC(=O)COC(=O)C1=C2C(=NC1=O)c3cccc4cccc2c34,7.11
C=CCOC(=O)C1=C2C(=NC1=O)c3cccc4c(SCC=C)ccc2c34,6.67
CCCSC(=O)COC(=O)C1=C2C(=NC1=O)c3cccc4c(SCC=C)ccc2c34,6.24
FC(F)(F)C(F)(F)COC(=O)COC(=O)C1=C2C(=NC1=O)c3cccc4c(SCC=C)ccc2c34,6.37
CNC(=O)c1ncc(C#Cc2cc(ccc2C)C(=O)Nc3ccc(CN4CCN(CCO)CC4)c(c3)C(F)(F)F)n1C,8.74
CN(C[C@@H]1COCCO1)S(=O)(=O)Nc2ccc3C=Cc4ncc(cc4C(=O)c3c2)c5cnn(C)c5,7.19
CCN1CCN(CC1)c2ccc(Nc3cc(ncn3)N(C)C(=O)Nc4c(Cl)c(OC)cc(OC)c4Cl)cc2.OP(=O)(O)O,9.05
COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCCCN5CCCC5,7.6
Cl.CN(C)CC(=O)N1CCC(CC1)c2ccc(NC(=O)c3nc(c[nH]3)C#N)c(c2)C4=CCCCC4,5.46
COc1cc2c(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3F)ccnc2cc1OCCCN6CCOCC6,6.16
CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(Cl)cc23)c1F,5.28
Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc4cccc(c4)S(=O)(=O)NC(C)(C)C,6.55
O=C(N1CCNCC1)c2ccc(\C=C\c3n[nH]c4ccccc34)cc2,6.43
CC(C)n1nc(c2cc3cc(O)ccc3[nH]2)c4c(N)ncnc14,6.24
Cn1cc(C2=C(C(=O)NC2=O)c3cn(C4CCN(Cc5ccccn5)CC4)c6ccccc36)c7ccccc17,5.4
COc1cc(Nc2ncc(F)c(Nc3ccc4OC(C)(C)C(=O)Nc4n3)n2)cc(OC)c1OC,6.8
CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,7.25
C[C@@H]1CCC(CN1)N2CC[C@@]3(C2)CN(C(=O)c4cc5ccc(F)cc5[nH]4)c6ccccc36,4.64
CN(C)CCCc1cnc(C)c(Nc2ncc3CC(=S)Nc4cc(Cl)ccc4c3n2)c1,6.7
CN(C)CCCc1cncc(Nc2ncc3CC(=S)Nc4cc(Cl)ccc4c3n2)c1,7.96
CN(C)CCCc1ccc(c(Nc2ncc3CC(=S)Nc4cc(Cl)ccc4c3n2)c1)C(F)(F)F,5.39
CN(C)CCCc1ccc(OC(F)(F)F)c(Nc2ncc3CC(=S)Nc4cc(Cl)ccc4c3n2)c1,5.7
COc1ccc(CCCN(C)C)cc1Nc2ncc3CC(=S)Nc4cc(Cl)ccc4c3n2,6.0
CN(C)CCCc1ccc(Cl)c(Nc2ncc3CC(=S)Nc4cc(Cl)ccc4c3n2)c1,5.55
CN(C)CCCc1ccc(C)c(Nc2ncc3CC(=S)Nc4cc(Cl)ccc4c3n2)c1,5.8
CN(C)CCCc1cccc(Nc2ncc3CC(=S)Nc4cc(Cl)ccc4c3n2)c1,7.92
Cc1cccc(c1C)c2[nH]c(cc2C(=O)N)c3ccnc(N)n3,5.3
Nc1ncnc2onc(c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3)c12,6.1
CC(Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,5.4
NS(=O)(=O)c1cccc(Nc2ncc(Br)c(Nc3ccc(OCC#N)cc3)n2)c1,7.0
CCCn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,7.3
N(c1ccccc1)c2ccnc(Nc3ccccc3)n2,5.7
Cc1cc(cc2[nH]c(nc12)C3=C(NCC(O)c4cccc(Cl)c4)C=CNC3=O)N5CCOCC5,7.0
C(c1ccccc1)n2cc(nn2)c3ccc4[nH]ncc4c3,5.4
CC(=O)Nc1c(sc2ccc(Cl)c(Cl)c12)C(=O)N,5.5
NC(COc1cncc(c1)c2ccc3NC(=O)C(=Cc4ccc[nH]4)c3c2)Cc5ccccc5,6.9
Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4nc(N)nc(N)c34)c1,6.2
COc1cccc(c1)C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,5.4
NC1CCC(CC1)Nc2nccc(n2)c3c[nH]c4ncccc34,5.4
OC(=O)c1ccccc1Nc2ccnc(Nc3ccc4cn[nH]c4c3)n2,6.3
CC(C)(CO)CNc1nccc(n1)c2c(nc3c(OCC(F)(F)F)nccn23)c4ccc(F)cc4,5.4
OC1CCC(CC1)Nc2nc(Cl)cc(n2)c3c[nH]c4ncccc34,5.7
CCN1C(=O)SC(=C1C)c2ccnc(Nc3cccc(OC)c3)n2,5.9
CSc1c[nH]c2ncnc(NCCCO)c12,5.8
CN1c2ccc(N)cc2C(c3ccccc3)c4cc(N)ccc14,6.0
CNC(=O)c1cc2c(n[nH]c2s1)c3ccccc3F,5.4
CNC(=O)C(C)n1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5ccc(C)cc5)cc4,7.7
Nc1n[nH]c2ncc(Br)cc12,4.3
CCCCN(CCC#N)C(=O)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34,5.9
NS(=O)(=O)c1cccc(Nc2ncc3ccn(c4ccccc4)c3n2)c1,6.9
Cc1cc(O)ccc1N2c3cc(Cl)ccc3C(=O)c4c(N)nc(N)nc24,6.0
CCOC(=O)Cc1nc2c3cc(Br)ccc3NC(=O)n2n1,6.0
Nc1ncnc2Nc3ccccc3NC(=O)c12,4.6
COc1ccc2NC(=O)C(=Cc3c[nH]cn3)c2c1,5.9
ON(C=O)C(CS(=O)(=O)c1ccc(cc1)c2ccc(cc2)C(F)(F)F)c3ccc(O)cc3,5.4
CCN1CCN(CC1)c2ccc(Nc3ncc(Cl)c(Nc4ccc5[nH]ncc5c4)n3)cc2,7.1
Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCNS(=O)(=O)C)c1,7.5
Cn1cc(c2cc3nc(Br)cnc3[nH]2)c4cc(ccc14)C#N,5.9
O=C1NCCc2[nH]c(cc12)c3ccnc(C=Cc4ccccc4)c3,5.7
OC(=O)c1csc2C(=O)NCCNc12,4.1
N#CCC(C1CCCC1)n2cc(cn2)c3ncnc4[nH]ccc34,5.6
Fc1ccc(cc1)c2nc3sccn3c2c4ccncc4,5.3
COc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(CCO)c5)cc1,7.7
CC(O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(F)c5)cc4,7.5
Nc1ncnc2scc(c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3)c12,7.7
CCN1CCN(CC1)c2ccc(Nc3ncc(C#N)c(Nc4ccc5[nH]ncc5c4)n3)cc2,7.8
Nc1n[nH]c2ccc(cc12)c3nnn(Cc4ccccc4)c3I,5.7
COCOc1cccc(OCOC)c1c2ccc(NS(=O)(=O)C)cc2C(=O)OC,6.2
CC(C(=O)N(C)C)n1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5ccc(C)cc5)cc4,6.8
Nc1n[nH]c2cccc(c3ccc(F)cc3)c12,4.2
Cc1cc(NC(=O)Cc2ccc(cc2)c3cccc4[nH]nc(N)c34)ccc1F,5.3
CNC(=O)COc1ccc(Nc2nc(Nc3ccc(C)c(c3)S(=O)(=O)N)ncc2F)cc1,6.6
COC(=O)c1c(C)n2ncnc(N)c2c1c3ccc(NC(=O)Nc4ccccc4)cc3,7.3
NC(=O)c1cccc2NC(=O)c3cc(Cl)nnc3Nc12,5.5
Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5ccc(OC(F)F)cc5)cc4,7.5
CC(O)Cn1cc(cn1)c2cnc(N)c3c(csc23)c4ccc(NC(=O)Nc5cccc(C)c5)cc4,8.1
CC(=O)N1CCN(CC1)C2CCC(CC2)n3nc(c4ccc(NC(=O)c5cc6ccccc6n5C)cc4)c7c(N)ncnc37,5.9
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1C5CC(CN6CCCC6)C5,5.9
Nc1nccc2nc(cn12)c3ccccc3,4.1
Nc1nccc2cnc(c3ccccc3)n12,4.6
Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCN5CCCC5)c1,7.2
CC(C)Oc1nccn2c(c3ccnc(NCC(C)(C)O)n3)c(nc12)c4ccc(F)cc4F,5.4
Cc1c(c2cccc(OCc3ccccc3)c2)c4c(N)ncnc4n1C5CCC(CC5)N6CCCC6,6.2
CC(C)C1=CC(=O)NC2=C1C(=O)NN2,4.2
c1cc2cc(cnc2[nH]1)c3ccc4cn[nH]c4c3,5.9
Cc1ccc(cc1)C(=O)Nc2c(sc3ccc(Cl)c(Cl)c23)C(=O)N,5.5
CCN(CC)CCCNC(=O)c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,7.8
Nc1noc2cccc(c3cccc(O)c3)c12,4.8
NS(=O)(=O)c1cccc(Nc2ncc3ccn(Cc4ccccc4)c3n2)c1,7.1
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)c3coc4c(cnc(N)c34)C#CCN5CCOCC5)c1,6.2
NC(=O)c1cc2c(cncc2s1)c3ccc(Br)c(F)c3F,6.5
CCOc1ccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C)c5)cc1,7.5
C(Nc1nc(Nc2cc([nH]n2)C3CC3)c4sccc4n1)c5ccccc5,8.3
CN(C(=O)C1CCCCC1)c2ccc3c(c2)nc(NC(=O)c4ccc(cc4)C#N)n3CCC(=O)N,5.7
CNC(=O)C=Cc1cnc(N)c2c(csc12)c3cc(F)c4[nH]c(C)cc4c3,8.8
Fc1cccc(F)c1C(=O)Nc2cnc3[nH]cc(c4ccccc4)c3c2,5.4
CCc1cccc(NC(=O)Nc2ccc3c(CCc4sc5ncnc(N)c5c34)c2)c1,6.0
Brc1cnc2NC(=O)Nc2c1,4.3
CNC(=O)c1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(Cl)c4)cc3,8.2
BrC1=C2C=CC=CN2NC1=O,5.4
CC(CCC(=O)O)(c1ccc(O)c(N)c1)c2ccc(O)c(N)c2,6.0
Cc1cc(Nc2nc(Cl)cc(NCc3ccccc3)n2)n[nH]1,6.1
NC(=O)c1cc2ccncc2s1,4.2
Clc1ccc(CNC(=O)c2cc3c(n[nH]c3s2)c4ccccc4)cc1,6.2
CC(C)(C)c1ccc2nc([nH]c2c1)c3n[nH]c4ccc(Br)cc34,5.5
c1ccc(cc1)c2n[nH]cc2c3ccncc3,5.0
Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCCCCCCCCN)c1,6.8
Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)c5cnn(C)c5)c1,8.1
O=C1Nc2ccccc2C1=Cc3ccc[nH]3,6.0
OCc1cc(on1)c2ccc3[nH]ncc3c2,4.7
COc1cc(Nc2ncnc(n2)N3CCCc4cc(C)ccc34)cc(OC)c1OC,5.4
CC(C)n1nnc2ccc(cc12)c3c(nc4occn34)c5ccc(F)cc5F,5.7
Nc1ncnc2sc(Br)c(c3ccc(NC(=O)Cc4cccc(Cl)c4)cc3)c12,6.0
CC(C)(C)c1ccc2nc([nH]c2c1)c3n[nH]c4ccccc34,6.3
O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCCC7=O)n5,5.9
CNC1CC2OC(C)(C1OC)n3c4ccccc4c5c6CNC(=O)c6c7c8ccccc8n2c7c35,7.4
CCN(CC)CCNC(=O)C=Cc1cnc(N)c2c(csc12)c3ccc(NC(=O)Nc4cccc(C)c4)cc3,7.5
O=C(Cc1cccs1)Nc2nc3ccccc3s2,6.2
Nc1nnc2cncc(Cl)n12,4.4
Cc1ccccc1NC(=O)Nc2ccc3c(CCc4sc5ncnc(N)c5c34)c2,5.5
CNC(=O)C=Cc1cnc(N)c2c(csc12)c3ccc4OCOc4c3,7.3
OCC(CO)Nc1ncnc2[nH]cc(c3ccccc3)c12,5.8
Nc1ncnc2c1c(cn2C3CC(CN4CCCC4)C3)c5cccc(OCc6ccccc6)c5,5.4
S=C1NN=C2N1C3=NNC(=S)N3c4sc5CCCc5c24,5.6
Cc1cccc(NC(=O)Nc2ccc(cc2)c3cnc4c(cnn4c3N)c5cnn(C)c5)c1,5.8
Clc1cccc2C(=O)NC=Nc12,5.0
CN(C)CC(O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1,5.4
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)c3nsc4ncnc(N)c34)c1,7.4
Cc1ccc(cc1)c2nn(c3ncnc(N)c23)C(C)(C)C,6.5
CN(C)CC1=C(O)C2=NC(=CC(=O)N2C=C1)C,7.2
Cc1cc(C)cc(NC(=O)Nc2ccc(cc2)c3cccc4snc(N)c34)c1,5.8
Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4ccnc(N)c34)c1,6.8
CCN(C(=O)C)c1ccc(Nc2nc(NC3CC3)c4nc[nH]c4n2)cc1,6.3
COc1ccc(Nc2nccc(NC3=C(NC(C)C(C)(C)C)C(=O)C3=O)n2)cc1OC,5.7
Nc1ncnc2NCCC(=Nc12)c3ccc(NC(=O)Nc4cc(ccc4F)C(F)(F)F)cc3,5.4
Nc1n[nH]c2c(cccc12)c3ccccc3,4.1
Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#CCN)c1,7.6
C(c1ccccc1)c2cc(on2)c3ccc4[nH]ncc4c3,5.6
CC(=O)c1cccc(c1)c2ccc3nccn3n2,4.2
Cc1ccc(F)c(NC(=O)Nc2ccc(cc2)c3cncc4c3c(N)nn4C)c1,5.5
Cn1nc(N)c2c(cncc12)c3ccc(NC(=O)Nc4cccc(c4)C(F)(F)F)cc3,6.6
Nc1n[nH]c2cccc(c3ccc(NC(=O)Nc4ccccc4)cc3)c12,5.7
COc1ccccc1c2ccnc(Nc3cccc(c3)S(=O)(=O)C)n2,5.6
Cc1nc(N)sc1c2ccnc(Nc3ccc(cc3)N4CCOCC4)n2,6.6
O=C(Cc1ccccc1)Nc2cccc(c2)c3nc4sccn4c3c5ccnc(Nc6cccc(c6)N7CCOCC7)n5,6.4
CNC(=O)c1ccccc1Nc2nc(Nc3ccc(cc3OC)N4CCOCC4)ncc2Cl,6.2
NC(=O)c1cc2c(cncc2s1)c3ccc(F)cc3,5.3
COc1ccc2c(NC(=O)Nc3cccc(n3)C(F)(F)F)ccnc2c1,5.4
Nc1ncnc2sc3CCc4cc(NC(=O)Nc5ccccc5)ccc4c3c12,5.3
NC(=O)c1cccc(c1)c2cnc3[nH]cc(c4ccccc4)c3c2,6.0
Oc1c2ccccc2c3N=Nc4cccc1c34,6.6
C(Nc1cc(ncn1)c2c[nH]c3ncccc23)c4ccccc4,6.1
Cc1cccc(NC(=O)Nc2ccc(cc2)c3csc4c(cnc(N)c34)C#Cc5cccnc5)c1,7.6
NC(=O)c1sc2ccc(Cl)c(Cl)c2c1NC(=O)c3ccc(Cl)cc3,5.4
Nc1cc2nc(cn2cn1)c3ccccc3,5.0
CC(=O)NCC(=O)N1C2CCC1c3cc(Nc4ncc(c(NC5CCC5)n4)C(F)(F)F)ccc23,7.7
CCC(=O)Nc1ccc(C(=O)N2CCNCC2)c(O)c1,6.8
Clc1cccc(c1)c2cn3C(=O)NC=C(I)c3n2,5.5
CSc1cnc2c(ccc3cnccc23)c1O,6.1
Nc1ccc(cc1)c2csc3c(C=Cc4nc5ccccc5[nH]4)cnc(N)c23,6.4
COc1ccc(cc1OC)C(=O)Nc2n[nH]c3ccc(cc23)c4cn(Cc5ccccc5)nn4,6.3
Nc1ncnc2scc(c3ccccc3)c12,4.7
Brc1ccc2NNC(=O)c2c1,4.5
NC(=O)c1cc2c(cnc(N)c2s1)c3ccc(Nc4oc5ccccc5n4)cc3,5.7
Cc1cccc(c1)c2cccc3onc(N)c23,4.1
